phylum	class	order	family	genus	species	iucnRedListCategory	numberOfOccurrences	inGbif
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus albellus	LC	3	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus alpinus	LC	1	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus candidus	VU	4	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus duplex	NE	5	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus heglingus	DD	5	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus lavaretus	VU	2	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus nasus	LC	1	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus nobilis	LC	5	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus palaea	LC	6	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus suidteri	LC	2	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus zuerichensis	LC	6	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Coregonus	Coregonus zugensis	LC	7	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Hucho	Hucho hucho	EN	1	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus kisutch	NE	2	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus mykiss	NE	1778	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Salmo	Salmo cenerinus	NE	1	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Salmo	Salmo labrax	LC	1	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Salmo	Salmo marmoratus	LC	8	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Salmo	Salmo rhodanensis	DD	24	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Salmo	Salmo salar	LC	67	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Salmo	Salmo trutta	LC	24112	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Salvelinus	Salvelinus alpinus	LC	3	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Salvelinus	Salvelinus fontinalis	NE	494	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Salvelinus	Salvelinus namaycush	NE	339	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Salvelinus	Salvelinus umbla	LC	272	TRUE
Chordata	NA	Salmoniformes	Salmonidae	Thymallus	Thymallus thymallus	LC	1419	TRUE
Chordata	NA	Salmoniformes	Salmonidae	NA	NA	NA	1	TRUE
Chordata	NA	Scorpaeniformes	Cottidae	Cottus	Cottus gobio	LC	6471	TRUE
Chordata	NA	Siluriformes	Ictaluridae	Ameiurus	Ameiurus melas	LC	73	TRUE
Chordata	NA	Siluriformes	Siluridae	Silurus	Silurus glanis	LC	267	TRUE
Chordata	NA	NA	NA	NA	NA	NA	4	TRUE
