phylum	class	order	family	genus	species	iucnRedListCategory	numberOfOccurrences	inGbif
Chordata	Aves	Procellariiformes	Procellariidae	Bulweria	Bulweria bulwerii	LC	15	TRUE
Chordata	Aves	Procellariiformes	Procellariidae	Calonectris	Calonectris diomedea	LC	17	TRUE
Chordata	Aves	Procellariiformes	Procellariidae	Fulmarus	Fulmarus glacialis	LC	15	TRUE
Chordata	Aves	Procellariiformes	Procellariidae	Pterodroma	Pterodroma feae	NT	15	TRUE
Chordata	Aves	Procellariiformes	Procellariidae	Puffinus	Puffinus assimilis	LC	15	TRUE
Chordata	Aves	Procellariiformes	Procellariidae	Puffinus	Puffinus griseus	NT	2	TRUE
Chordata	Aves	Procellariiformes	Procellariidae	Puffinus	Puffinus mauretanicus	CR	15	TRUE
Chordata	Aves	Procellariiformes	Procellariidae	Puffinus	Puffinus puffinus	LC	23	TRUE
Chordata	Aves	Procellariiformes	Procellariidae	Puffinus	Puffinus yelkouan	VU	16	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Agapornis	Agapornis canus	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Agapornis	Agapornis fischeri	NT	3	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Agapornis	Agapornis personatus	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Agapornis	Agapornis roseicollis	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Amazona	Amazona aestiva	NT	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Amazona	Amazona oratrix	EN	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Aratinga	Aratinga acuticaudata	NE	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	Cacatua galerita	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Cyanoliseus	Cyanoliseus patagonus	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Melopsittacus	Melopsittacus undulatus	LC	10	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Myiopsitta	Myiopsitta monachus	LC	16	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis	EN	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Nymphicus	Nymphicus hollandicus	LC	2	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	Platycercus adscitus	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	Platycercus elegans	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	Platycercus eximius	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	Poicephalus senegalus	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	Polytelis anthopeplus	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	Psittacula alexandri	NT	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	Psittacula cyanocephala	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	Psittacula eupatria	NT	15	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	Psittacula krameri	LC	24	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Psittacus	Psittacus erithacus	EN	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Pyrrhura	Pyrrhura molinae	LC	1	TRUE
Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	Trichoglossus haematodus	LC	1	TRUE
Chordata	Aves	Pteroclidiformes	Pteroclididae	Pterocles	Pterocles alchata	LC	15	TRUE
Chordata	Aves	Pteroclidiformes	Pteroclididae	Pterocles	Pterocles orientalis	LC	15	TRUE
Chordata	Aves	Pteroclidiformes	Pteroclididae	Syrrhaptes	Syrrhaptes paradoxus	LC	1	TRUE
Chordata	Aves	Strigiformes	Strigidae	Aegolius	Aegolius funereus	LC	640	TRUE
Chordata	Aves	Strigiformes	Strigidae	Asio	Asio flammeus	LC	94	TRUE
Chordata	Aves	Strigiformes	Strigidae	Asio	Asio otus	LC	1004	TRUE
Chordata	Aves	Strigiformes	Strigidae	Athene	Athene noctua	LC	95	TRUE
Chordata	Aves	Strigiformes	Strigidae	Bubo	Bubo bubo	LC	330	TRUE
Chordata	Aves	Strigiformes	Strigidae	Bubo	Bubo scandiacus	NA	16	TRUE
Chordata	Aves	Strigiformes	Strigidae	Glaucidium	Glaucidium passerinum	LC	616	TRUE
Chordata	Aves	Strigiformes	Strigidae	Otus	Otus scops	LC	138	TRUE
Chordata	Aves	Strigiformes	Strigidae	Strix	Strix aluco	LC	2618	TRUE
Chordata	Aves	Strigiformes	Strigidae	Strix	Strix nebulosa	LC	15	TRUE
Chordata	Aves	Strigiformes	Strigidae	Strix	Strix uralensis	LC	15	TRUE
Chordata	Aves	Strigiformes	Strigidae	Surnia	Surnia ulula	LC	15	TRUE
Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	LC	605	TRUE
Chordata	Aves	Suliformes	Fregatidae	Fregata	Fregata magnificens	LC	1	TRUE
Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo	Leucocarbo atriceps	LC	1	TRUE
Chordata	Aves	Suliformes	Phalacrocoracidae	Microcarbo	Microcarbo pygmaeus	LC	314	TRUE
Chordata	Aves	Suliformes	Phalacrocoracidae	Microcarbo	Microcarbo pygmeus	NE	15	TRUE
Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax aristotelis	LC	4	TRUE
Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax carbo	LC	28939	TRUE
Chordata	Aves	Suliformes	Sulidae	Morus	Morus bassanus	LC	20	TRUE
Chordata	Aves	Suliformes	Sulidae	Sula	Sula leucogaster	LC	1	TRUE
Chordata	Aves	NA	NA	NA	NA	NA	81	TRUE
Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Negaprion	Negaprion acutidens	EN	1	TRUE
Chordata	Elasmobranchii	Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium griseum	VU	1	TRUE
Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos grunniens	NE	4	TRUE
Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	NA	14	TRUE
Chordata	Mammalia	Artiodactyla	Bovidae	Bubalus	Bubalus bubalis	NE	1	TRUE
Chordata	Mammalia	Artiodactyla	Bovidae	Capra	Capra hircus	NA	6	TRUE
Chordata	Mammalia	Artiodactyla	Bovidae	Capra	Capra ibex	LC	4585	TRUE
Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	Ovis aries	NE	79	TRUE
Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	Ovis gmelini	NE	3	TRUE
Chordata	Mammalia	Artiodactyla	Bovidae	Rupicapra	Rupicapra rupicapra	LC	13279	TRUE
Chordata	Mammalia	Artiodactyla	Cervidae	Capreolus	Capreolus capreolus	LC	26950	TRUE
Chordata	Mammalia	Artiodactyla	Cervidae	Cervus	Cervus elaphus	LC	7530	TRUE
Chordata	Mammalia	Artiodactyla	Cervidae	Cervus	Cervus nippon	LC	41	TRUE
Chordata	Mammalia	Artiodactyla	Cervidae	Dama	Dama dama	LC	47	TRUE
Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	LC	7091	TRUE
Chordata	Mammalia	Carnivora	Canidae	Canis	Canis aureus	LC	69	TRUE
Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus	NA	6120	TRUE
Chordata	Mammalia	Carnivora	Canidae	Nyctereutes	Nyctereutes procyonoides	LC	34	TRUE
Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes lagopus	LC	6	TRUE
Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	LC	20617	TRUE
Chordata	Mammalia	Carnivora	Felidae	Felis	Felis catus	NE	145	TRUE
Chordata	Mammalia	Carnivora	Felidae	Felis	Felis silvestris	LC	3779	TRUE
Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx	LC	29592	TRUE
Chordata	Mammalia	Carnivora	Mustelidae	Lutra	Lutra lutra	NT	1202	TRUE
Chordata	Mammalia	Carnivora	Mustelidae	Martes	Martes foina	LC	35618	TRUE
Chordata	Mammalia	Carnivora	Mustelidae	Martes	Martes martes	LC	7011	TRUE
Chordata	Mammalia	Carnivora	Mustelidae	Meles	Meles meles	LC	13075	TRUE
Chordata	Mammalia	Carnivora	Mustelidae	Mustela	Mustela erminea	LC	14194	TRUE
Chordata	Mammalia	Carnivora	Mustelidae	Mustela	Mustela nivalis	LC	2010	TRUE
Chordata	Mammalia	Carnivora	Mustelidae	Mustela	Mustela putorius	LC	5644	TRUE
Chordata	Mammalia	Carnivora	Mustelidae	NA	NA	NA	1	TRUE
Chordata	Mammalia	Carnivora	Procyonidae	Procyon	Procyon lotor	LC	272	TRUE
Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos	LC	1125	TRUE
Chordata	Mammalia	Cetacea	Phocoenidae	Phocoena	Phocoena phocoena	LC	1	TRUE
Chordata	Mammalia	Chiroptera	Miniopteridae	Miniopterus	Miniopterus schreibersii	VU	749	TRUE
Chordata	Mammalia	Chiroptera	Molossidae	Tadarida	Tadarida teniotis	LC	354	TRUE
Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus ferrumequinum	LC	3301	TRUE
Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus hipposideros	LC	2935	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Barbastella	Barbastella barbastellus	NT	2313	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Eptesicus	Eptesicus nilssonii	LC	3709	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Eptesicus	Eptesicus serotinus	LC	3582	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Hypsugo	Hypsugo savii	LC	1419	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis alcathoe	DD	142	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis bechsteinii	NT	2078	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis blythii	LC	2521	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis brandtii	LC	501	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis capaccinii	VU	2	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis crypticus	NE	34	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis daubentonii	LC	19864	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis emarginatus	LC	8307	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis myotis	LC	18594	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis mystacinus	LC	8082	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis nattereri	LC	1879	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Nyctalus	Nyctalus lasiopterus	VU	9	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Nyctalus	Nyctalus leisleri	LC	3548	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Nyctalus	Nyctalus noctula	LC	5348	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	Pipistrellus kuhlii	LC	3806	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	Pipistrellus nathusii	LC	6151	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	Pipistrellus pipistrellus	LC	39667	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	Pipistrellus pygmaeus	LC	3980	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Plecotus	Plecotus auritus	LC	16774	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Plecotus	Plecotus austriacus	NT	788	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Plecotus	Plecotus macrobullaris	LC	1076	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	Vespertilio	Vespertilio murinus	LC	3832	TRUE
Chordata	Mammalia	Chiroptera	Vespertilionidae	NA	NA	NA	701	TRUE
Chordata	Mammalia	Chiroptera	NA	NA	NA	NA	38	TRUE
Chordata	Mammalia	Erinaceomorpha	Erinaceidae	Erinaceus	Erinaceus europaeus	LC	24345	TRUE
Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus europaeus	LC	78521	TRUE
Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	Lepus timidus	LC	5742	TRUE
Chordata	Mammalia	Lagomorpha	Leporidae	Oryctolagus	Oryctolagus cuniculus	EN	463	TRUE
Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus	Sylvilagus floridanus	LC	6	TRUE
Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus asinus	NE	7	TRUE
Chordata	Mammalia	Perissodactyla	Equidae	NA	NA	NA	1	TRUE
Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	NE	2	TRUE
Chordata	Mammalia	Rodentia	Castoridae	Castor	Castor fiber	LC	65963	TRUE
Chordata	Mammalia	Rodentia	Cricetidae	Arvicola	Arvicola amphibius	LC	10119	TRUE
Chordata	Mammalia	Rodentia	Cricetidae	Arvicola	Arvicola italicus	NE	64	TRUE
Chordata	Mammalia	Rodentia	Cricetidae	Chionomys	Chionomys nivalis	LC	955	TRUE
Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus agrestis	LC	46	TRUE
Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus arvalis	LC	3688	TRUE
Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus lavernedii	NE	22	TRUE
Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus multiplex	LC	153	TRUE
Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus savii	LC	50	TRUE
Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus subterraneus	LC	414	TRUE
Chordata	Mammalia	Rodentia	Cricetidae	Myodes	Myodes glareolus	LC	11307	TRUE
Chordata	Mammalia	Rodentia	Cricetidae	Ondatra	Ondatra zibethicus	LC	1431	TRUE
Chordata	Mammalia	Rodentia	Gliridae	Dryomys	Dryomys nitedula	LC	34	TRUE
Chordata	Mammalia	Rodentia	Gliridae	Eliomys	Eliomys quercinus	NT	1450	TRUE
Chordata	Mammalia	Rodentia	Gliridae	Glis	Glis glis	LC	4861	TRUE
Chordata	Mammalia	Rodentia	Gliridae	Muscardinus	Muscardinus avellanarius	LC	2071	TRUE
Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus alpicola	LC	220	TRUE
Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus flavicollis	LC	3536	TRUE
Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus sylvaticus	LC	3156	TRUE
Chordata	Mammalia	Rodentia	Muridae	Micromys	Micromys minutus	LC	501	TRUE
Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	NA	1099	TRUE
Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus norvegicus	LC	1540	TRUE
Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus rattus	LC	238	TRUE
Chordata	Mammalia	Rodentia	Muridae	NA	NA	NA	29	TRUE
Chordata	Mammalia	Rodentia	Myocastoridae	Myocastor	Myocastor coypus	LC	508	TRUE
Chordata	Mammalia	Rodentia	Sciuridae	Marmota	Marmota marmota	LC	33627	TRUE
Chordata	Mammalia	Rodentia	Sciuridae	Sciurus	Sciurus vulgaris	LC	38346	TRUE
Chordata	Mammalia	Rodentia	Sciuridae	Tamias	Tamias sibiricus	LC	155	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Crocidura	Crocidura leucodon	LC	246	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Crocidura	Crocidura russula	LC	2137	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Crocidura	Crocidura suaveolens	LC	179	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Neomys	Neomys anomalus	LC	199	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Neomys	Neomys fodiens	LC	766	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Neomys	Neomys milleri	NE	2	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Sorex	Sorex alpinus	NT	395	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Sorex	Sorex antinorii	LC	792	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Sorex	Sorex araneus	LC	172	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Sorex	Sorex coronatus	LC	103	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Sorex	Sorex minutissimus	LC	2	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Sorex	Sorex minutus	LC	832	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	Suncus	Suncus etruscus	LC	3	TRUE
Chordata	Mammalia	Soricomorpha	Soricidae	NA	NA	NA	4	TRUE
Chordata	Mammalia	Soricomorpha	Talpidae	Talpa	Talpa caeca	LC	317	TRUE
Chordata	Mammalia	Soricomorpha	Talpidae	Talpa	Talpa europaea	LC	2801	TRUE
Chordata	Mammalia	NA	NA	NA	NA	NA	8	TRUE
Chordata	Petromyzonti	Petromyzontiformes	Petromyzontidae	Lampetra	Lampetra planeri	LC	632	TRUE
Chordata	Petromyzonti	Petromyzontiformes	Petromyzontidae	Lethenteron	Lethenteron zanandreai	LC	10	TRUE
Chordata	Squamata	NA	Anguidae	Anguis	Anguis fragilis	LC	9942	TRUE
Chordata	Squamata	NA	Anguidae	Anguis	Anguis veronensis	NE	395	TRUE
Chordata	Squamata	NA	Colubridae	Coronella	Coronella austriaca	LC	4431	TRUE
Chordata	Squamata	NA	Colubridae	Hierophis	Hierophis viridiflavus	LC	1267	TRUE
Chordata	Squamata	NA	Colubridae	Natrix	Natrix helvetica	NE	7937	TRUE
Chordata	Squamata	NA	Colubridae	Natrix	Natrix maura	LC	257	TRUE
Chordata	Squamata	NA	Colubridae	Natrix	Natrix natrix	LC	503	TRUE
Chordata	Squamata	NA	Colubridae	Natrix	Natrix tessellata	LC	844	TRUE
Chordata	Squamata	NA	Colubridae	Pantherophis	Pantherophis guttatus	LC	2	TRUE
Chordata	Squamata	NA	Colubridae	Zamenis	Zamenis longissimus	LC	1480	TRUE
Chordata	Squamata	NA	Gekkonidae	Hemidactylus	Hemidactylus turcicus	LC	2	TRUE
Chordata	Squamata	NA	Gekkonidae	Phelsuma	Phelsuma laticauda	LC	1	TRUE
Chordata	Squamata	NA	Lacertidae	Darevskia	Darevskia armeniaca	LC	2	TRUE
Chordata	Squamata	NA	Lacertidae	Lacerta	Lacerta agilis	LC	8948	TRUE
Chordata	Squamata	NA	Lacertidae	Lacerta	Lacerta bilineata	LC	2847	TRUE
Chordata	Squamata	NA	Lacertidae	Lacerta	Lacerta media	LC	1	TRUE
Chordata	Squamata	NA	Lacertidae	Lacerta	Lacerta viridis	LC	1	TRUE
Chordata	Squamata	NA	Lacertidae	Podarcis	Podarcis muralis	LC	11779	TRUE
Chordata	Squamata	NA	Lacertidae	Podarcis	Podarcis siculus	LC	142	TRUE
Chordata	Squamata	NA	Lacertidae	Zootoca	Zootoca vivipara	NA	7353	TRUE
Chordata	Squamata	NA	Lacertidae	NA	NA	NA	2	TRUE
Chordata	Squamata	NA	Phyllodactylidae	Tarentola	Tarentola mauritanica	LC	16	TRUE
Chordata	Squamata	NA	Viperidae	Vipera	Vipera ammodytes	LC	1	TRUE
Chordata	Squamata	NA	Viperidae	Vipera	Vipera aspis	LC	406	TRUE
Chordata	Squamata	NA	Viperidae	Vipera	Vipera berus	LC	240	TRUE
Chordata	Testudines	NA	Chelydridae	Chelydra	Chelydra serpentina	LC	3	TRUE
Chordata	Testudines	NA	Emydidae	Chrysemys	Chrysemys dorsalis	LC	1	TRUE
Chordata	Testudines	NA	Emydidae	Emys	Emys orbicularis	NT	356	TRUE
Chordata	Testudines	NA	Emydidae	Graptemys	Graptemys pseudogeographica	LC	4	TRUE
Chordata	Testudines	NA	Emydidae	Pseudemys	Pseudemys concinna	LC	18	TRUE
Chordata	Testudines	NA	Emydidae	Pseudemys	Pseudemys nelsoni	LC	4	TRUE
Chordata	Testudines	NA	Emydidae	Trachemys	Trachemys scripta	LC	662	TRUE
Chordata	Testudines	NA	Geoemydidae	Mauremys	Mauremys japonica	NT	1	TRUE
Chordata	Testudines	NA	Geoemydidae	Mauremys	Mauremys reevesii	EN	5	TRUE
Chordata	Testudines	NA	Geoemydidae	Mauremys	Mauremys sinensis	CR	4	TRUE
Chordata	Testudines	NA	Testudinidae	Testudo	Testudo graeca	VU	12	TRUE
Chordata	Testudines	NA	Testudinidae	Testudo	Testudo marginata	LC	1	TRUE
Chordata	NA	Acipenseriformes	Acipenseridae	Acipenser	Acipenser naccarii	CR	3	TRUE
Chordata	NA	Acipenseriformes	Acipenseridae	Acipenser	Acipenser ruthenus	EN	1	TRUE
Chordata	NA	Acipenseriformes	Acipenseridae	Acipenser	Acipenser sturio	CR	2	TRUE
Chordata	NA	Anguilliformes	Anguillidae	Anguilla	Anguilla anguilla	CR	1130	TRUE
Chordata	NA	Beloniformes	Exocoetidae	Parexocoetus	Parexocoetus brachypterus	NE	1	TRUE
Chordata	NA	Clupeiformes	Clupeidae	Alosa	Alosa agone	LC	10	TRUE
Chordata	NA	Clupeiformes	Clupeidae	Alosa	Alosa fallax	LC	1	TRUE
Chordata	NA	Cypriniformes	Cobitidae	Cobitis	Cobitis bilineata	LC	62	TRUE
Chordata	NA	Cypriniformes	Cobitidae	Cobitis	Cobitis taenia	LC	38	TRUE
Chordata	NA	Cypriniformes	Cobitidae	Paramisgurnus	Paramisgurnus dabryanus	NE	12	TRUE
Chordata	NA	Cypriniformes	Cobitidae	Sabanejewia	Sabanejewia larvata	LC	11	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Abramis	Abramis brama	LC	775	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Alburnoides	Alburnoides bipunctatus	NE	1693	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Alburnus	Alburnus alburnus	LC	889	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Alburnus	Alburnus arborella	NE	15	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Barbus	Barbus barbus	LC	2473	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Barbus	Barbus caninus	EN	59	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Barbus	Barbus plebejus	LC	40	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Barbus	Barbus thessalus	NE	2	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Blicca	Blicca bjoerkna	LC	208	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Carassius	Carassius auratus	LC	247	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Carassius	Carassius carassius	LC	177	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Carassius	Carassius gibelio	NE	57	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Chondrostoma	Chondrostoma nasus	LC	637	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Chondrostoma	Chondrostoma soetta	EN	18	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Ctenopharyngodon	Ctenopharyngodon idella	LC	35	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio	VU	1044	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus rubrofuscus	LC	4	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Gobio	Gobio gobio	LC	2309	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Hypophthalmichthys	Hypophthalmichthys molitrix	NT	5	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Hypophthalmichthys	Hypophthalmichthys nobilis	DD	7	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Leucaspius	Leucaspius delineatus	LC	68	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Leuciscus	Leuciscus aspius	LC	15	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Leuciscus	Leuciscus idus	LC	1	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Leuciscus	Leuciscus leuciscus	LC	1001	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Leucos	Leucos aula	LC	28	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Parachondrostoma	Parachondrostoma toxostoma	VU	20	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Phoxinus	Phoxinus phoxinus	NA	163	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Phoxinus	Phoxinus septimaniae	LC	1	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Pseudorasbora	Pseudorasbora parva	LC	37	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Rhodeus	Rhodeus amarus	LC	252	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Rutilus	Rutilus pigus	LC	20	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Rutilus	Rutilus rutilus	LC	1841	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Scardinius	Scardinius erythrophthalmus	LC	1011	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Scardinius	Scardinius hesperidicus	LC	48	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Squalius	Squalius cephalus	LC	4316	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Squalius	Squalius squalus	LC	109	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Telestes	Telestes muticellus	LC	162	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Telestes	Telestes souffia	LC	422	TRUE
Chordata	NA	Cypriniformes	Cyprinidae	Tinca	Tinca tinca	LC	1492	TRUE
Chordata	NA	Cypriniformes	Nemacheilidae	Barbatula	Barbatula barbatula	LC	15	TRUE
Chordata	NA	Esociformes	Esocidae	Esox	Esox cisalpinus	NE	1	TRUE
Chordata	NA	Esociformes	Esocidae	Esox	Esox lucius	LC	1452	TRUE
Chordata	NA	Esociformes	Esocidae	Esox	Esox reichertii	LC	2	TRUE
Chordata	NA	Gadiformes	Lotidae	Lota	Lota lota	LC	759	TRUE
Chordata	NA	Gasterosteiformes	Gasterosteidae	Gasterosteus	Gasterosteus aculeatus	LC	144	TRUE
Chordata	NA	Perciformes	Blenniidae	Salaria	Salaria fluviatilis	NA	91	TRUE
Chordata	NA	Perciformes	Centrarchidae	Lepomis	Lepomis gibbosus	LC	615	TRUE
Chordata	NA	Perciformes	Centrarchidae	Micropterus	Micropterus dolomieu	LC	1	TRUE
Chordata	NA	Perciformes	Centrarchidae	Micropterus	Micropterus salmoides	LC	51	TRUE
Chordata	NA	Perciformes	Gobiidae	Neogobius	Neogobius melanostomus	LC	50	TRUE
Chordata	NA	Perciformes	Gobiidae	Padogobius	Padogobius bonelli	LC	26	TRUE
Chordata	NA	Perciformes	Percidae	Gymnocephalus	Gymnocephalus cernua	NA	165	TRUE
Chordata	NA	Perciformes	Percidae	Perca	Perca fluviatilis	LC	2427	TRUE
Chordata	NA	Perciformes	Percidae	Sander	Sander lucioperca	LC	227	TRUE
Chordata	NA	Perciformes	Percidae	Zingel	Zingel asper	CR	70	TRUE
Chordata	NA	Perciformes	Serranidae	Centropristis	Centropristis striata	LC	1	TRUE
