taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2494752	Carduelis flavirostris (Linnaeus, 1758)	7668711	Linaria flavirostris (Linnaeus, 1758)	15	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Linaria	8741507	Linaria flavirostris	7668711	LC
2498344	Cygnus atratus (Latham, 1790)	2498344	Cygnus atratus (Latham, 1790)	265	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cygnus	8996942	Cygnus atratus	2498344	LC
2363553	Telestes muticellus (Bonaparte, 1837)	2363553	Telestes muticellus (Bonaparte, 1837)	162	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cypriniformes	1153	Cyprinidae	7336	Telestes	2363538	Telestes muticellus	2363553	LC
2474950	Grus grus (Linnaeus, 1758)	2474950	Grus grus (Linnaeus, 1758)	2727	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Gruidae	9313	Grus	2474940	Grus grus	2474950	LC
2481725	Tringa erythropus (Pallas, 1764)	2481725	Tringa erythropus (Pallas, 1764)	692	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa erythropus	2481725	LC
2482100	Burhinus oedicnemus (Linnaeus, 1758)	2482100	Burhinus oedicnemus (Linnaeus, 1758)	49	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Burhinidae	9697	Burhinus	2482094	Burhinus oedicnemus	2482100	LC
2489214	Delichon urbicum (Linnaeus, 1758)	2489214	Delichon urbicum (Linnaeus, 1758)	13685	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Delichon	2489213	Delichon urbicum	2489214	LC
2382126	Gymnocephalus cernuus (Linnaeus, 1758)	5209574	Gymnocephalus cernua (Linnaeus, 1758)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44			Perciformes	587	Percidae	4481	Gymnocephalus	2382125	Gymnocephalus cernua	5209574	NE
2394486	Lepomis gibbosus (Linnaeus, 1758)	2394486	Lepomis gibbosus (Linnaeus, 1758)	615	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Centrarchidae	8513	Lepomis	2394482	Lepomis gibbosus	2394486	LC
2473421	Lagopus lagopus (Linnaeus, 1758)	2473421	Lagopus lagopus (Linnaeus, 1758)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Lagopus	2473369	Lagopus lagopus	2473421	LC
2492954	Sylvia mystacea Ménétriés, 1832	2492954	Sylvia mystacea Ménétriés, 1832	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia mystacea	2492954	LC
5739317	Phoenicurus phoenicurus (Linnaeus, 1758)	5739317	Phoenicurus phoenicurus (Linnaeus, 1758)	5440	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Phoenicurus	5429347	Phoenicurus phoenicurus	5739317	LC
7059491	Cervus elaphus elaphus	7059491	Cervus elaphus elaphus	17	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Cervus	2440948	Cervus elaphus	2440958	
7340363	Prunella collaris collaris	7340363	Prunella collaris collaris	14	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Prunellidae	5273	Prunella	2495070	Prunella collaris	5231770	
2481741	Calidris ferruginea (Pontoppidan, 1763)	2481741	Calidris ferruginea (Pontoppidan, 1763)	295	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris ferruginea	2481741	NT
2441022	Bos taurus Linnaeus, 1758	2441022	Bos taurus Linnaeus, 1758	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Bos	2441017	Bos taurus	2441022	NE
2493214	Hippolais polyglotta (Vieillot, 1817)	2493214	Hippolais polyglotta (Vieillot, 1817)	716	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Hippolais	2493213	Hippolais polyglotta	2493214	LC
2498001	Sarkidiornis melanotos (Pennant, 1769)	2498001	Sarkidiornis melanotos (Pennant, 1769)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Sarkidiornis	2498000	Sarkidiornis melanotos	2498001	LC
2498034	Anser cygnoides (Linnaeus, 1758)	2498034	Anser cygnoides (Linnaeus, 1758)	44	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser cygnoides	2498034	VU
2474332	Eurypyga helias (Pallas, 1781)	2474332	Eurypyga helias (Pallas, 1781)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Eurypygiformes	8481794	Eurypygidae	5710	Eurypyga	2474331	Eurypyga helias	2474332	LC
3241387	Phoxinus Rafinesque, 1820	3241387	Phoxinus Rafinesque, 1820	2	GENUS	ACCEPTED	Animalia	1	Chordata	44			Cypriniformes	1153	Cyprinidae	7336	Phoxinus	3241387			NE
7341946	Regulus ignicapilla ignicapilla	7341946	Regulus ignicapilla ignicapilla	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Regulidae	5279	Regulus	2484589	Regulus ignicapilla	6093527	
11801822	Arvicola italicus (Savi, 1838)	11801822	Arvicola italicus (Savi, 1838)	64	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Arvicola	2438490	Arvicola italicus	11801822	NE
2498247	Melanitta nigra (Linnaeus, 1758)	2498247	Melanitta nigra (Linnaeus, 1758)	122	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Melanitta	2498237	Melanitta nigra	2498247	LC
5229204	Eudocimus ruber (Linnaeus, 1758)	5229204	Eudocimus ruber (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Eudocimus	10629993	Eudocimus ruber	5229204	LC
2489104	Sturnus unicolor Temminck, 1820	2489104	Sturnus unicolor Temminck, 1820	17	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Sturnus	2489099	Sturnus unicolor	2489104	LC
4262702	Capra hircus hircus	4262702	Capra hircus hircus	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Capra	2441047	Capra hircus	2441056	
7261379	Capreolus capreolus capreolus	7261379	Capreolus capreolus capreolus	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Capreolus	2440927	Capreolus capreolus	5220126	
2359289	Parachondrostoma toxostoma (Vallot, 1837)	2359289	Parachondrostoma toxostoma (Vallot, 1837)	20	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cypriniformes	1153	Cyprinidae	7336	Parachondrostoma	2359288	Parachondrostoma toxostoma	2359289	VU
2473477	Syrmaticus reevesii (J.E.Gray, 1829)	2473477	Syrmaticus reevesii (J.E.Gray, 1829)	18	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Syrmaticus	2473476	Syrmaticus reevesii	2473477	VU
2479308	Platycercus adscitus (Latham, 1790)	2479308	Platycercus adscitus (Latham, 1790)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Platycercus	9623552	Platycercus adscitus	2479308	LC
2480906	Ardeola ralloides (Scopoli, 1769)	2480906	Ardeola ralloides (Scopoli, 1769)	174	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardeola	2480901	Ardeola ralloides	2480906	LC
5739275	Puffinus assimilis Gould, 1838	5739275	Puffinus assimilis Gould, 1838	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Puffinus	5229335	Puffinus assimilis	5739275	LC
8248237	Saxicola rubicola rubicola	8248237	Saxicola rubicola rubicola	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Saxicola	2492516	Saxicola rubicola	4408759	
9457305	Ovis gmelinii musimon (Pallas, 1811)	6165157	Ovis aries musimon (Pallas, 1811)	67	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Ovis	9531221	Ovis aries	2441110	
2487883	Lophophanes cristatus (Linnaeus, 1758)	2487883	Lophophanes cristatus (Linnaeus, 1758)	7416	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Lophophanes	2487881	Lophophanes cristatus	2487883	LC
2494732	Carduelis hornemanni (Holböll, 1843)	5231646	Acanthis hornemanni (Holböll, 1843)	15	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Acanthis	6782561	Acanthis hornemanni	5231646	NE
5428957	Plecotus E.Geoffroy, 1818	5428957	Plecotus E.Geoffroy, 1818	2802	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Plecotus	5428957			NE
7192412	Larus canus canus	7192412	Larus canus canus	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus canus	7982160	
12030878	Cyanecula svecica cyanecula (Meisner, 1804)	6090361	Luscinia svecica cyanecula (Meisner, 1804)	7	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Luscinia	5429330	Luscinia svecica	4408732	
2431911	Triturus helveticus (Razoumovsky, 1789)	5218410	Lissotriton helveticus (Razoumovsky, 1789)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Salamandridae	6750	Lissotriton	5218404	Lissotriton helveticus	5218410	LC
2432359	Eptesicus serotinus (Schreber, 1774)	2432359	Eptesicus serotinus (Schreber, 1774)	3582	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Eptesicus	2432345	Eptesicus serotinus	2432359	LC
2492965	Sylvia sarda Temminck, 1820	2492965	Sylvia sarda Temminck, 1820	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia sarda	2492965	LC
5706486	Glis glis (Linnaeus, 1766)	5706486	Glis glis (Linnaeus, 1766)	4861	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Gliridae	3240562	Glis	3240565	Glis glis	5706486	LC
6486589	Corvus corone cornix Linnaeus, 1758	2482515	Corvus cornix Linnaeus, 1758	46	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468	Corvus cornix	2482515	
2235048	Apus Scopoli, 1777	2235048	Apus Scopoli, 1777	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Apodidae	2993	Apus	2235048			
2441461	Testudo graeca Linnaeus, 1758	2441461	Testudo graeca Linnaeus, 1758	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Testudinidae	9618	Testudo	2441658	Testudo graeca	2441461	VU
8191482	Parus caeruleus Linnaeus, 1758	2487879	Cyanistes caeruleus (Linnaeus, 1758)	485	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Cyanistes	2487875	Cyanistes caeruleus	2487879	LC
10575132	Pterorhinus perspicillatus (J.F.Gmelin, 1789)	2493455	Garrulax perspicillatus (Gmelin, 1789)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Leiothrichidae	6101112	Garrulax	2493438	Garrulax perspicillatus	2493455	LC
6161340	Natrix maura (Linnaeus, 1758)	6161340	Natrix maura (Linnaeus, 1758)	257	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Natrix	8971388	Natrix maura	6161340	LC
2350934	Coregonus Linnaeus, 1758	2350934	Coregonus Linnaeus, 1758	208	GENUS	ACCEPTED	Animalia	1	Chordata	44			Salmoniformes	1313	Salmonidae	8615	Coregonus	2350934			NE
2351147	Coregonus palaea Cuvier, 1829	2351147	Coregonus palaea Cuvier, 1829	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Salmoniformes	1313	Salmonidae	8615	Coregonus	2350934	Coregonus palaea	2351147	LC
2434552	Nyctereutes procyonoides (Gray, 1834)	2434552	Nyctereutes procyonoides (Gray, 1834)	34	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Nyctereutes	2434551	Nyctereutes procyonoides	2434552	LC
2494441	Fringilla montifringilla Linnaeus, 1758	2494441	Fringilla montifringilla Linnaeus, 1758	2444	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Fringilla	2494421	Fringilla montifringilla	2494441	LC
9345027	Spatula cyanoptera (Vieillot, 1816)	9345027	Spatula cyanoptera (Vieillot, 1816)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Spatula	4850990	Spatula cyanoptera	9345027	LC
2351630	Salmo marmoratus Cuvier, 1829	2351630	Salmo marmoratus Cuvier, 1829	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Salmoniformes	1313	Salmonidae	8615	Salmo	2347608	Salmo marmoratus	2351630	LC
2480850	Ixobrychus minutus (Linnaeus, 1766)	2480850	Ixobrychus minutus (Linnaeus, 1766)	1242	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ixobrychus	2480843	Ixobrychus minutus	2480850	LC
2491591	Emberiza pallasi (Cabanis, 1851)	2491591	Emberiza pallasi (Cabanis, 1851)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza pallasi	2491591	LC
6177285	Dendrocopos major pinetorum (C.L.Brehm, 1831)	6177285	Dendrocopos major pinetorum (C.L.Brehm, 1831)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dendrocopos	2477899	Dendrocopos major	2477968	
9235549	Sibirionetta formosa (Georgi, 1775)	9235549	Sibirionetta formosa (Georgi, 1775)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Sibirionetta	4843694	Sibirionetta formosa	9235549	LC
9548093	Cuculus saturatus Blyth, 1843	9548093	Cuculus saturatus Blyth, 1843	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Cuculus	2336662	Cuculus saturatus	9548093	LC
2426655	Rana lessonae Camerano, 1882	2426654	Pelophylax lessonae (Camerano, 1882)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Ranidae	6746	Pelophylax	2426629	Pelophylax lessonae	2426654	LC
2498388	Aix galericulata (Linnaeus, 1758)	2498388	Aix galericulata (Linnaeus, 1758)	947	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aix	2498386	Aix galericulata	2498388	LC
9531221	Ovis Linnaeus, 1758	9531221	Ovis Linnaeus, 1758	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Ovis	9531221			NE
9316	Laridae	9316	Laridae	4	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316					NE
5219616	Erinaceus europaeus Linnaeus, 1758	5219616	Erinaceus europaeus Linnaeus, 1758	24344	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Erinaceomorpha	829	Erinaceidae	5722	Erinaceus	8216553	Erinaceus europaeus	5219616	LC
2362925	Alburnus alburnus (Linnaeus, 1758)	2362925	Alburnus alburnus (Linnaeus, 1758)	889	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cypriniformes	1153	Cyprinidae	7336	Alburnus	2362898	Alburnus alburnus	2362925	LC
2481912	Ciconia ciconia (Linnaeus, 1758)	2481912	Ciconia ciconia (Linnaeus, 1758)	7774	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Ciconiiformes	839	Ciconiidae	9289	Ciconia	2481908	Ciconia ciconia	2481912	LC
5218521	Nyctalus Bowditch, 1825	5218521	Nyctalus Bowditch, 1825	25	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Nyctalus	5218521			NE
7191719	Pyrrhula pyrrhula pyrrhula	7191719	Pyrrhula pyrrhula pyrrhula	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Pyrrhula	2494529	Pyrrhula pyrrhula	2494543	
8069880	Falco rusticolus Linnaeus, 1758	8069880	Falco rusticolus Linnaeus, 1758	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco rusticolus	8069880	LC
9809222	Abramis brama (Linnaeus, 1758)	9809222	Abramis brama (Linnaeus, 1758)	775	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cypriniformes	1153	Cyprinidae	7336	Abramis	2363407	Abramis brama	9809222	LC
2481171	Larus armenicus Buturlin, 1934	2481171	Larus armenicus Buturlin, 1934	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus armenicus	2481171	LC
2492959	Sylvia conspicillata Temminck, 1820	2492959	Sylvia conspicillata Temminck, 1820	18	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia conspicillata	2492959	LC
2493598	Lonchura punctulata (Linnaeus, 1758)	2493598	Lonchura punctulata (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Estrildidae	5709	Lonchura	2493593	Lonchura punctulata	2493598	LC
2498094	Anas capensis J.F.Gmelin, 1789	2498094	Anas capensis J.F.Gmelin, 1789	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas capensis	2498094	LC
2359686	Rutilus pigus (Lacepède, 1803)	2359686	Rutilus pigus (Lacepède, 1803)	20	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cypriniformes	1153	Cyprinidae	7336	Rutilus	2359646	Rutilus pigus	2359686	LC
2394563	Micropterus salmoides (Lacepède, 1802)	2394563	Micropterus salmoides (Lacepède, 1802)	51	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Centrarchidae	8513	Micropterus	2391100	Micropterus salmoides	2394563	LC
2492943	Sylvia communis Latham, 1787	2492943	Sylvia communis Latham, 1787	670	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia communis	2492943	LC
2498387	Aix sponsa (Linnaeus, 1758)	2498387	Aix sponsa (Linnaeus, 1758)	158	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aix	2498386	Aix sponsa	2498387	LC
7806848	Certhia brachydactyla C.L.Brehm, 1820	7806848	Certhia brachydactyla C.L.Brehm, 1820	13367	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Certhiidae	5227	Certhia	2487601	Certhia brachydactyla	7806848	LC
2415460	Lota lota (Linnaeus, 1758)	2415460	Lota lota (Linnaeus, 1758)	759	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Gadiformes	549	Lotidae	9639	Lota	2415459	Lota lota	2415460	LC
2480770	Geronticus eremita (Linnaeus, 1758)	2480770	Geronticus eremita (Linnaeus, 1758)	197	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Geronticus	2480768	Geronticus eremita	2480770	EN
5228080	Callipepla californica (Shaw, 1798)	5228080	Callipepla californica (Shaw, 1798)	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Odontophoridae	9325	Callipepla	2474205	Callipepla californica	5228080	LC
2474029	Alectoris chukar (J.E.Gray, 1830)	2474029	Alectoris chukar (J.E.Gray, 1830)	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Alectoris	2474025	Alectoris chukar	2474029	LC
2481172	Larus marinus Linnaeus, 1758	2481172	Larus marinus Linnaeus, 1758	211	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus marinus	2481172	LC
5739290	Phalaropus lobatus (Linnaeus, 1758)	5739290	Phalaropus lobatus (Linnaeus, 1758)	101	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Phalaropus	9549339	Phalaropus lobatus	5739290	LC
9411857	Caprimulgus ruficollis Temminck, 1820	9411857	Caprimulgus ruficollis Temminck, 1820	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Caprimulgus	2496826	Caprimulgus ruficollis	9411857	NT
3685	Ardeidae	3685	Ardeidae	2	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685					NE
2443244	Mauremys sinensis (Gray, 1834)	2443244	Mauremys sinensis (Gray, 1834)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Geoemydidae	5463	Mauremys	9245902	Mauremys sinensis	2443244	CR
2497894	Surnia ulula (Linnaeus, 1758)	2497894	Surnia ulula (Linnaeus, 1758)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Surnia	2497893	Surnia ulula	2497894	LC
2498056	Anas Linnaeus, 1758	2498056	Anas Linnaeus, 1758	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056			NE
4408455	Hydrobates pelagicus (Linnaeus, 1758)	4408455	Hydrobates pelagicus (Linnaeus, 1758)	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Hydrobatidae	5249	Hydrobates	2481972	Hydrobates pelagicus	4408455	LC
5959617	Coronella austriaca Laurenti, 1768	5959617	Coronella austriaca Laurenti, 1768	4430	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Coronella	8772012	Coronella austriaca	5959617	LC
7191929	Emberiza schoeniclus schoeniclus	7191929	Emberiza schoeniclus schoeniclus	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza schoeniclus	2491557	
9797180	Ardea cinerea Linnaeus, 1758	9797180	Ardea cinerea Linnaeus, 1758	32656	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea cinerea	9797180	LC
2479311	Platycercus elegans (Gmelin, 1788)	2479311	Platycercus elegans (Gmelin, 1788)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Platycercus	9623552	Platycercus elegans	2479311	LC
4264680	Myocastor coypus (Molina, 1782)	4264680	Myocastor coypus (Molina, 1782)	508	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Myocastoridae	3240572	Myocastor	3240573	Myocastor coypus	4264680	LC
4409653	Phoxinus phoxinus (Linnaeus, 1758)	4409653	Phoxinus phoxinus (Linnaeus, 1758)	18	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cypriniformes	1153	Cyprinidae	7336	Phoxinus	3241387	Phoxinus phoxinus	4409653	LC
7191206	Pandion haliaetus haliaetus	7191206	Pandion haliaetus haliaetus	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Pandionidae	4408414	Pandion	2480725	Pandion haliaetus	2480726	
7192463	Arenaria interpres interpres	7192463	Arenaria interpres interpres	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Arenaria	2481774	Arenaria interpres	2481776	
7820681	Parus ater Linnaeus, 1758	2487871	Periparus ater (Linnaeus, 1758)	668	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Periparus	7736104	Periparus ater	2487871	LC
9687165	Motacilla alba Linnaeus, 1758	9687165	Motacilla alba Linnaeus, 1758	33401	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Motacilla	2490295	Motacilla alba	9687165	LC
2435035	Felis catus Linnaeus, 1758	2435035	Felis catus Linnaeus, 1758	82	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Felidae	9703	Felis	2435022	Felis catus	2435035	NE
2436756	Lepus timidus Linnaeus, 1758	2436756	Lepus timidus Linnaeus, 1758	5739	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Lepus	2436691	Lepus timidus	2436756	LC
2480950	Casmerodius albus (Linnaeus, 1758)	9752617	Ardea alba Linnaeus, 1758	19	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea alba	9752617	LC
2481299	Alle alle (Linnaeus, 1758)	2481299	Alle alle (Linnaeus, 1758)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Alcidae	2985	Alle	2481298	Alle alle	2481299	LC
2481784	Numenius phaeopus (Linnaeus, 1758)	2481784	Numenius phaeopus (Linnaeus, 1758)	369	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Numenius	2481781	Numenius phaeopus	2481784	LC
2495190	Ocyphaps lophotes (Temminck, 1822)	2495190	Ocyphaps lophotes (Temminck, 1822)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Ocyphaps	2495189	Ocyphaps lophotes	2495190	LC
