taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
359	Mammalia	359	Mammalia	8	CLASS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359									NE
2492478	Cercotrichas galactotes (Temminck, 1820)	5788860	Erythropygia galactotes (Temminck, 1820)	16	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Erythropygia	4845640	Erythropygia galactotes	5788860	LC
5212973	Anguilla anguilla (Linnaeus, 1758)	5212973	Anguilla anguilla (Linnaeus, 1758)	1130	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Anguilliformes	495	Anguillidae	2949	Anguilla	2403092	Anguilla anguilla	5212973	CR
7192414	Larus michahellis michahellis	7192414	Larus michahellis michahellis	16	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus michahellis	9413670	
9796816	Miniopterus schreibersii (Kuhl, 1817)	9796816	Miniopterus schreibersii (Kuhl, 1817)	749	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Miniopteridae	7456382	Miniopterus	2432501	Miniopterus schreibersii	9796816	VU
2479593	Nestor notabilis Gould, 1856	2479593	Nestor notabilis Gould, 1856	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Nestor	9536524	Nestor notabilis	2479593	EN
4286327	Gasterosteus aculeatus Linnaeus, 1758	4286327	Gasterosteus aculeatus Linnaeus, 1758	50	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Gasterosteiformes	550	Gasterosteidae	7666	Gasterosteus	2333602	Gasterosteus aculeatus	4286327	LC
5229165	Aegypius monachus (Linnaeus, 1766)	5229165	Aegypius monachus (Linnaeus, 1766)	80	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aegypius	2480441	Aegypius monachus	5229165	NT
5231233	Oenanthe pleschanka (Lepechin, 1770)	5231233	Oenanthe pleschanka (Lepechin, 1770)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Oenanthe	2492483	Oenanthe pleschanka	5231233	LC
5846430	Leucophaeus pipixcan (Wagler, 1831)	5846430	Leucophaeus pipixcan (Wagler, 1831)	29	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Leucophaeus	4352369	Leucophaeus pipixcan	5846430	NE
7061258	Cuculus canorus canorus	7061258	Cuculus canorus canorus	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Cuculus	2336662	Cuculus canorus	5231918	
8379871	Tetrao tetrix Linnaeus, 1758	7191070	Lyrurus tetrix tetrix	122	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Lyrurus	8692256	Lyrurus tetrix	2473682	LC
2479686	Trichoglossus haematodus (Linnaeus, 1771)	2479686	Trichoglossus haematodus (Linnaeus, 1771)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Trichoglossus	2479670	Trichoglossus haematodus	2479686	LC
6169666	Salmo trutta fario Linnaeus, 1758	8215487	Salmo trutta Linnaeus, 1758	14	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44			Salmoniformes	1313	Salmonidae	8615	Salmo	2347608	Salmo trutta	8215487	
2402203	Acipenser sturio Linnaeus, 1758	2402203	Acipenser sturio Linnaeus, 1758	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Acipenseriformes	1103	Acipenseridae	2947	Acipenser	2340025	Acipenser sturio	2402203	CR
2481930	Cathartes aura (Linnaeus, 1758)	2481930	Cathartes aura (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Cathartidae	3242141	Cathartes	2481927	Cathartes aura	2481930	LC
7190969	Ardea alba alba	7190969	Ardea alba alba	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea alba	9752617	
9752149	Phasianus colchicus Linnaeus, 1758	9752149	Phasianus colchicus Linnaeus, 1758	1126	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Phasianus	2473738	Phasianus colchicus	9752149	LC
2486132	Pycnonotus leucotis (Gould, 1836)	2486132	Pycnonotus leucotis (Gould, 1836)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pycnonotidae	5277	Pycnonotus	2486114	Pycnonotus leucotis	2486132	LC
5227692	Lagopus muta helvetica (Thienemann, 1829)	5227692	Lagopus muta helvetica (Thienemann, 1829)	11	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Lagopus	2473369	Lagopus muta	5227679	
5230782	Hirundo daurica Linnaeus, 1771	9717283	Cecropis daurica (Laxmann, 1769)	15	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Cecropis	6085729	Cecropis daurica	9717283	NE
7341246	Luscinia megarhynchos megarhynchos	7341246	Luscinia megarhynchos megarhynchos	7	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Luscinia	5429330	Luscinia megarhynchos	7660710	
7788295	Haematopus ostralegus Linnaeus, 1758	7788295	Haematopus ostralegus Linnaeus, 1758	242	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Haematopodidae	4287243	Haematopus	2480260	Haematopus ostralegus	7788295	NT
2440958	Cervus elaphus Linnaeus, 1758	2440958	Cervus elaphus Linnaeus, 1758	7513	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Cervus	2440948	Cervus elaphus	2440958	LC
2493112	Acrocephalus J.A.Naumann & J.F.Naumann, 1811	2493112	Acrocephalus J.A.Naumann & J.F.Naumann, 1811	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Acrocephalus	2493112			NE
4409628	Gobio gobio (Linnaeus, 1758)	4409628	Gobio gobio (Linnaeus, 1758)	2309	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cypriniformes	1153	Cyprinidae	7336	Gobio	3241110	Gobio gobio	4409628	LC
5232431	Polysticta stelleri (Pallas, 1769)	5232431	Polysticta stelleri (Pallas, 1769)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Polysticta	2498043	Polysticta stelleri	5232431	VU
2473663	Tetrastes bonasia (Linnaeus, 1758)	2473663	Tetrastes bonasia (Linnaeus, 1758)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Tetrastes	2473658	Tetrastes bonasia	2473663	NE
2480685	Hieraaetus pennatus (Gmelin, 1788)	2480685	Hieraaetus pennatus (Gmelin, 1788)	48	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Hieraaetus	2480683	Hieraaetus pennatus	2480685	LC
5789279	Sternula albifrons (Pallas, 1764)	5789279	Sternula albifrons (Pallas, 1764)	54	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sternula	4849628	Sternula albifrons	5789279	LC
6159223	Lacerta agilis Linnaeus, 1758	6159223	Lacerta agilis Linnaeus, 1758	8946	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Lacertidae	5201	Lacerta	2469780	Lacerta agilis	6159223	LC
6178406	Anas crecca carolinensis J.F.Gmelin, 1789	2498125	Anas carolinensis J.F.Gmelin, 1789	2	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas carolinensis	2498125	
2440954	Cervus nippon Temminck, 1838	2440954	Cervus nippon Temminck, 1838	41	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Cervus	2440948	Cervus nippon	2440954	LC
7342076	Sylvia borin borin	7342076	Sylvia borin borin	13	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia borin	2492942	
9272607	Hydrobates castro (Harcourt, 1851)	2482001	Oceanodroma castro (Harcourt, 1851)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Hydrobatidae	5249	Oceanodroma	2481998	Oceanodroma castro	2482001	LC
2351259	Salvelinus umbla (Linnaeus, 1758)	2351259	Salvelinus umbla (Linnaeus, 1758)	272	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Salmoniformes	1313	Salmonidae	8615	Salvelinus	2351241	Salvelinus umbla	2351259	LC
5229215	Sterna albifrons Pallas, 1764	7192406	Sternula albifrons albifrons	15	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sternula	4849628	Sternula albifrons	5789279	LC
6065824	Chroicocephalus ridibundus (Linnaeus, 1766)	6065824	Chroicocephalus ridibundus (Linnaeus, 1766)	25468	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chroicocephalus	4848452	Chroicocephalus ridibundus	6065824	NE
8990910	Alauda arvensis arvensis	8990910	Alauda arvensis arvensis	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Alaudidae	7211	Alauda	2490696	Alauda arvensis	8077224	
2432389	Myotis nattereri (Kuhl, 1817)	2432389	Myotis nattereri (Kuhl, 1817)	1879	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Myotis	2432384	Myotis nattereri	2432389	LC
2480420	Pernis apivorus (Linnaeus, 1758)	2480420	Pernis apivorus (Linnaeus, 1758)	3116	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Pernis	2480419	Pernis apivorus	2480420	LC
2435687	Crocidura suaveolens (Pallas, 1811)	2435687	Crocidura suaveolens (Pallas, 1811)	179	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Crocidura	2435528	Crocidura suaveolens	2435687	LC
7261875	Myotis brandtii (Eversmann, 1845)	7261875	Myotis brandtii (Eversmann, 1845)	501	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Myotis	2432384	Myotis brandtii	7261875	LC
11418114	Testudines	11418114	Testudines	66	CLASS	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114									
2479977	Nymphicus hollandicus (Kerr, 1792)	2479977	Nymphicus hollandicus (Kerr, 1792)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Nymphicus	2479976	Nymphicus hollandicus	2479977	LC
5221528	Hemidactylus turcicus (Linnaeus, 1758)	5221528	Hemidactylus turcicus (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Gekkonidae	5666	Hemidactylus	5221394	Hemidactylus turcicus	5221528	LC
5228829	Dryocopus martius martius	5228829	Dryocopus martius martius	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dryocopus	2477865	Dryocopus martius	2477872	
7341198	Montifringilla nivalis nivalis	7341198	Montifringilla nivalis nivalis	7	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passeridae	5264	Montifringilla	2492365	Montifringilla nivalis	2492371	
2360181	Aspius aspius (Linnaeus, 1758)	5851603	Leuciscus aspius (Linnaeus, 1758)	15	SPECIES	SYNONYM	Animalia	1	Chordata	44			Cypriniformes	1153	Cyprinidae	7336	Leuciscus	3241445	Leuciscus aspius	5851603	LC
2441502	Testudo marginata Schoepff, 1792	2441502	Testudo marginata Schoepff, 1792	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Testudinidae	9618	Testudo	2441658	Testudo marginata	2441502	LC
2480766	Threskiornis spinicollis (Jameson, 1835)	2480766	Threskiornis spinicollis (Jameson, 1835)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Threskiornis	2480763	Threskiornis spinicollis	2480766	LC
2492944	Sylvia hortensis (Gmelin, 1789)	2492944	Sylvia hortensis (Gmelin, 1789)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia hortensis	2492944	LC
2497921	Tyto alba (Scopoli, 1769)	2497921	Tyto alba (Scopoli, 1769)	605	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Tytonidae	5292	Tyto	2497905	Tyto alba	2497921	LC
2498156	Anas undulata C.F.Dubois, 1838	2498156	Anas undulata C.F.Dubois, 1838	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas undulata	2498156	LC
5229490	Pica pica (Linnaeus, 1758)	5229490	Pica pica (Linnaeus, 1758)	28705	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Pica	7237083	Pica pica	5229490	LC
9457155	Gallus gallus f. domesticus	9457155	Gallus gallus f. domesticus	14	FORM	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Gallus	2473720	Gallus gallus	9326020	
5307	Mustelidae	5307	Mustelidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307					NE
2426665	Pelophylax bergeri (Günther, 1986)	2426665	Pelophylax bergeri (Günther, 1986)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Ranidae	6746	Pelophylax	2426629	Pelophylax bergeri	2426665	LC
2481621	Stercorarius parasiticus (Linnaeus, 1758)	2481621	Stercorarius parasiticus (Linnaeus, 1758)	83	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Stercorariidae	9347	Stercorarius	2481608	Stercorarius parasiticus	2481621	LC
2492601	Ficedula albicollis (Temminck, 1815)	2492601	Ficedula albicollis (Temminck, 1815)	118	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Ficedula	2492596	Ficedula albicollis	2492601	LC
5220136	Dama dama (Linnaeus, 1758)	5220136	Dama dama (Linnaeus, 1758)	47	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Dama	8397832	Dama dama	5220136	LC
7191166	Aquila chrysaetos chrysaetos	7191166	Aquila chrysaetos chrysaetos	12	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aquila	2480498	Aquila chrysaetos	2480506	
7341522	Phylloscopus humei (W.E.Brooks, 1878)	7341522	Phylloscopus humei (W.E.Brooks, 1878)	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus humei	7341522	LC
7373023	Oressochen jubatus (Bannister, 1870)	7373023	Oressochen jubatus (Bannister, 1870)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Oressochen	4847476	Oressochen jubatus	7373023	NE
7595433	Salmo salar Linnaeus, 1758	7595433	Salmo salar Linnaeus, 1758	67	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Salmoniformes	1313	Salmonidae	8615	Salmo	2347608	Salmo salar	7595433	LC
8252035	Rana dalmatina Bonaparte, 1840	8252035	Rana dalmatina Bonaparte, 1840	2974	SPECIES	DOUBTFUL	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Ranidae	6746	Rana	2422253	Rana dalmatina	8252035	LC
9785084	Lacerta agilis agilis	9785084	Lacerta agilis agilis	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Lacertidae	5201	Lacerta	2469780	Lacerta agilis	6159223	
2468993	Podarcis Wagler, 1830	2468993	Podarcis Wagler, 1830	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Lacertidae	5201	Podarcis	2468993			NE
2492822	Cisticola juncidis (Rafinesque, 1810)	2492822	Cisticola juncidis (Rafinesque, 1810)	125	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cisticolidae	9293	Cisticola	2492786	Cisticola juncidis	2492822	LC
5844942	Corvus corone corone	5844942	Corvus corone corone	15	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468	Corvus corone	9409796	
7191113	Anas platyrhynchos platyrhynchos	7191113	Anas platyrhynchos platyrhynchos	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas platyrhynchos	9761484	
7342585	Salamandra salamandra salamandra	7342585	Salamandra salamandra salamandra	8	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Salamandridae	6750	Salamandra	8024525	Salamandra salamandra	2431776	
9702100	Zootoca vivipara (Lichtenstein, 1823)	9702100	Zootoca vivipara (Lichtenstein, 1823)	231	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Lacertidae	5201	Zootoca	2468550	Zootoca vivipara	9702100	LC
2475443	Merops apiaster Linnaeus, 1758	2475443	Merops apiaster Linnaeus, 1758	1023	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Meropidae	9320	Merops	2475391	Merops apiaster	2475443	LC
2480320	Charadrius vociferus Linnaeus, 1758	2480320	Charadrius vociferus Linnaeus, 1758	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius vociferus	2480320	LC
2481613	Stercorarius longicaudus Vieillot, 1819	2481613	Stercorarius longicaudus Vieillot, 1819	75	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Stercorariidae	9347	Stercorarius	2481608	Stercorarius longicaudus	2481613	LC
2481909	Ciconia nigra (Linnaeus, 1758)	2481909	Ciconia nigra (Linnaeus, 1758)	279	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Ciconiiformes	839	Ciconiidae	9289	Ciconia	2481908	Ciconia nigra	2481909	LC
2480311	Charadrius alexandrinus Linnaeus, 1758	2480311	Charadrius alexandrinus Linnaeus, 1758	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius alexandrinus	2480311	LC
2492608	Ficedula semitorquata (Homeyer, 1885)	2492608	Ficedula semitorquata (Homeyer, 1885)	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Ficedula	2492596	Ficedula semitorquata	2492608	LC
2494200	Serinus serinus (Linnaeus, 1766)	2494200	Serinus serinus (Linnaeus, 1766)	9100	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Serinus	8215044	Serinus serinus	2494200	LC
2495342	Oena capensis (Linnaeus, 1766)	2495342	Oena capensis (Linnaeus, 1766)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Oena	2495341	Oena capensis	2495342	LC
2350947	Coregonus zugensis Nüsslin, 1882	2350947	Coregonus zugensis Nüsslin, 1882	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Salmoniformes	1313	Salmonidae	8615	Coregonus	2350934	Coregonus zugensis	2350947	LC
2481139	Larus argentatus Pontoppidan, 1763	2481139	Larus argentatus Pontoppidan, 1763	784	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus argentatus	2481139	LC
2481606	Bulweria bulwerii (Jardine & Selby, 1828)	2481606	Bulweria bulwerii (Jardine & Selby, 1828)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Bulweria	2481604	Bulweria bulwerii	2481606	LC
2492855	Lanius nubicus Lichtenstein, 1823	2492855	Lanius nubicus Lichtenstein, 1823	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Laniidae	9315	Lanius	2483315	Lanius nubicus	2492855	LC
4847282	Calonectris borealis (Forster, 1772)	6178228	Calonectris diomedea borealis (Cory, 1881)	15	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Calonectris	2481517	Calonectris diomedea	2481521	LC
5229493	Garrulus glandarius (Linnaeus, 1758)	5229493	Garrulus glandarius (Linnaeus, 1758)	19466	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Garrulus	2482462	Garrulus glandarius	5229493	LC
5231251	Oenanthe finschii (Heuglin, 1869)	5231251	Oenanthe finschii (Heuglin, 1869)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Oenanthe	2492483	Oenanthe finschii	5231251	LC
6088899	Saxicola torquatus rubicola (Linnaeus, 1766)	4408759	Saxicola rubicola (Linnaeus, 1766)	22	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Saxicola	2492516	Saxicola rubicola	4408759	
9084494	Podarcis muralis brongniardii (Daudin, 1802)	9084494	Podarcis muralis brongniardii (Daudin, 1802)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Lacertidae	5201	Podarcis	2468993	Podarcis muralis	2469188	
2484916	Sitta europaea Linnaeus, 1758	2484916	Sitta europaea Linnaeus, 1758	18469	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sittidae	5283	Sitta	2484878	Sitta europaea	2484916	LC
2490740	Turdus ruficollis Pallas, 1776	2490740	Turdus ruficollis Pallas, 1776	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus ruficollis	2490740	LC
5218524	Nyctalus noctula (Schreber, 1774)	5218524	Nyctalus noctula (Schreber, 1774)	5348	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Nyctalus	5218521	Nyctalus noctula	5218524	LC
5231240	Oenanthe oenanthe (Linnaeus, 1758)	5231240	Oenanthe oenanthe (Linnaeus, 1758)	5837	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Oenanthe	2492483	Oenanthe oenanthe	5231240	LC
7982160	Larus canus Linnaeus, 1758	7982160	Larus canus Linnaeus, 1758	6207	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus canus	7982160	LC
9272513	Zapornia parva (Scopoli, 1769)	2474627	Porzana parva (Scopoli, 1769)	202	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porzana	2474604	Porzana parva	2474627	LC
2432582	Barbastella barbastellus (Schreber, 1774)	2432582	Barbastella barbastellus (Schreber, 1774)	2313	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Barbastella	2432580	Barbastella barbastellus	2432582	NT
2479662	Amazona aestiva (Linnaeus, 1758)	2479662	Amazona aestiva (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Amazona	2479603	Amazona aestiva	2479662	NT
2481726	Tringa nebularia (Gunnerus, 1767)	2481726	Tringa nebularia (Gunnerus, 1767)	2106	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa nebularia	2481726	LC
2490604	Lullula arborea (Linnaeus, 1758)	2490604	Lullula arborea (Linnaeus, 1758)	752	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Alaudidae	7211	Lullula	2490603	Lullula arborea	2490604	LC
2495681	Streptopelia orientalis (Latham, 1790)	2495681	Streptopelia orientalis (Latham, 1790)	66	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Streptopelia	2495657	Streptopelia orientalis	2495681	LC
5229126	Himantopus himantopus (Linnaeus, 1758)	5229126	Himantopus himantopus (Linnaeus, 1758)	378	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Recurvirostridae	4287244	Himantopus	2480217	Himantopus himantopus	5229126	LC
7191593	Podiceps nigricollis nigricollis	7191593	Podiceps nigricollis nigricollis	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Podiceps	2482049	Podiceps nigricollis	2482065	
10708159	Cairina moschata var. domestica	10708159	Cairina moschata var. domestica	96	VARIETY	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cairina	2498282	Cairina moschata	9751099	
2351413	Hucho hucho (Linnaeus, 1758)	2351413	Hucho hucho (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Salmoniformes	1313	Salmonidae	8615	Hucho	2351400	Hucho hucho	2351413	EN
2437760	Apodemus sylvaticus (Linnaeus, 1758)	2437760	Apodemus sylvaticus (Linnaeus, 1758)	3156	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Muridae	5510	Apodemus	2437754	Apodemus sylvaticus	2437760	LC
2468847	Darevskia armeniaca (Méhely, 1909)	2468847	Darevskia armeniaca (Méhely, 1909)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Lacertidae	5201	Darevskia	2468734	Darevskia armeniaca	2468847	LC
2480637	Accipiter nisus (Linnaeus, 1758)	2480637	Accipiter nisus (Linnaeus, 1758)	7613	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter nisus	2480637	LC
