seq	devision	phylum	class	order	family	genus
seq_15327	Bacteria	Bacillota	NA	NA	NA	NA
seq_15329	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_15332	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_15335	NA	NA	NA	NA	NA	NA
seq_15338	Bacteria	NA	NA	NA	NA	NA
seq_15343	Bacteria	NA	NA	NA	NA	NA
seq_15349	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15351	Bacteria	NA	NA	NA	NA	NA
seq_15352	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_15353	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_15361	NA	NA	NA	NA	NA	NA
seq_15362	Bacteria	NA	NA	NA	NA	NA
seq_15364	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	NA
seq_15369	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15370	Bacteria	NA	NA	NA	NA	NA
seq_15377	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15379	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	NA
seq_15384	Bacteria	NA	NA	NA	NA	NA
seq_15388	Bacteria	NA	NA	NA	NA	NA
seq_15396	Bacteria	Actinomycetota	Actinobacteria	Streptomycetales	Streptomycetaceae	NA
seq_15398	Bacteria	Actinomycetota	Actinobacteria	Streptomycetales	Streptomycetaceae	NA
seq_15399	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_15400	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_15402	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA
seq_15405	Bacteria	NA	NA	NA	NA	NA
seq_15406	NA	NA	NA	NA	NA	NA
seq_15407	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	NA
seq_15408	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_15409	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	NA	NA
seq_15411	Bacteria	NA	NA	NA	NA	NA
seq_15413	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_15417	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_15418	NA	NA	NA	NA	NA	NA
seq_15419	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_15420	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15421	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_15422	Bacteria	NA	NA	NA	NA	NA
seq_15423	Bacteria	NA	NA	NA	NA	NA
seq_15425	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_15430	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus
seq_15431	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
seq_15433	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	NA
seq_15435	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_15436	Bacteria	NA	NA	NA	NA	NA
seq_15437	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_15438	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_15439	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA
seq_15442	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_15447	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_15449	Bacteria	NA	NA	NA	NA	NA
seq_15450	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_15452	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_15453	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_15454	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_15455	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_15459	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA
seq_15460	Bacteria	NA	NA	NA	NA	NA
seq_15464	NA	NA	NA	NA	NA	NA
seq_15467	NA	NA	NA	NA	NA	NA
seq_15468	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_15473	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	NA	NA
seq_15474	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_15479	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_15482	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA
seq_15487	Bacteria	NA	NA	NA	NA	NA
seq_15488	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_15489	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_15490	Bacteria	NA	NA	NA	NA	NA
seq_15491	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA
seq_15496	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_15497	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_15498	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_15501	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_15505	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_15506	Bacteria	Chloroflexota	NA	NA	NA	NA
seq_15507	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_15509	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_15514	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_15516	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Frisingicoccus
seq_15522	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_15523	NA	NA	NA	NA	NA	NA
seq_15525	Bacteria	NA	NA	NA	NA	NA
seq_15527	Bacteria	Bacillota	Bacilli	Caryophanales	NA	NA
seq_15529	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA
seq_15530	Bacteria	NA	NA	NA	NA	NA
seq_15536	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea
seq_15538	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA
seq_15539	Bacteria	Bacillota	Bacilli	Caryophanales	NA	NA
seq_15540	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	NA
seq_15541	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_15544	Bacteria	NA	NA	NA	NA	NA
seq_15545	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_15546	Bacteria	NA	NA	NA	NA	NA
seq_15551	NA	NA	NA	NA	NA	NA
seq_15556	Bacteria	NA	NA	NA	NA	NA
seq_15561	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_15564	Bacteria	Actinomycetota	Coriobacteriia	Anaerosomatales	Anaerosomataceae	Anaerosoma
seq_15565	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_15567	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
seq_15571	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_15573	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	NA
seq_15576	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	NA
seq_15578	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA
seq_15579	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	NA	NA
seq_15580	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_15581	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA
seq_15582	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_15588	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_15589	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_15590	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_15591	Bacteria	NA	NA	NA	NA	NA
seq_15592	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA
seq_15593	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_15595	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
seq_15598	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_15599	Bacteria	NA	NA	NA	NA	NA
seq_15600	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_15601	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_15603	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_15604	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA
seq_15606	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_15607	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	NA
seq_15611	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_15612	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA
seq_15614	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_15617	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	NA
seq_15618	Bacteria	NA	NA	NA	NA	NA
seq_15620	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_15624	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Beijerinckia
seq_15626	NA	NA	NA	NA	NA	NA
seq_15628	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_15629	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA
seq_15630	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Acidisarcina
seq_15631	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_15632	Bacteria	NA	NA	NA	NA	NA
seq_15637	NA	NA	NA	NA	NA	NA
seq_15644	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_15646	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	NA
seq_15647	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA
seq_15648	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Plectolyngbya
seq_15654	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	NA
seq_15655	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_15659	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_15660	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15662	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_15664	Bacteria	NA	NA	NA	NA	NA
seq_15666	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_15668	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_15669	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_15677	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_15678	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_15679	Bacteria	NA	NA	NA	NA	NA
seq_15682	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_15685	Bacteria	NA	NA	NA	NA	NA
seq_15690	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_15691	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_15693	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
seq_15694	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	NA	NA
seq_15697	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_15699	Bacteria	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	NA
seq_15703	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_15713	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_15715	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_15716	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_15717	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_15718	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_15720	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_15721	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_15722	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	NA
seq_15723	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_15725	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_15729	Bacteria	NA	NA	NA	NA	NA
seq_15730	Bacteria	NA	NA	NA	NA	NA
seq_15733	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_15738	NA	NA	NA	NA	NA	NA
seq_15743	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_15744	NA	NA	NA	NA	NA	NA
seq_15748	Bacteria	Chloroflexota	NA	NA	NA	NA
seq_15749	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_15750	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_15751	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15753	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Godleyaceae	Godleya
seq_15754	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15755	Bacteria	NA	NA	NA	NA	NA
seq_15760	Bacteria	NA	NA	NA	NA	NA
seq_15761	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flaviaestuariibacter
seq_15762	Bacteria	NA	NA	NA	NA	NA
seq_15764	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_15766	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA
seq_15769	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_15771	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_15773	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	NA
seq_15775	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas
seq_15778	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_15779	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_15780	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Dermacoccaceae	NA
seq_15781	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_15787	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
seq_15788	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_15791	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_15792	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_15793	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_15794	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_15796	Bacteria	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	NA
seq_15797	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	NA
seq_15799	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_15806	Bacteria	NA	NA	NA	NA	NA
seq_15808	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_15809	Bacteria	Bacillota	NA	NA	NA	NA
seq_15814	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_15815	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_15816	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus
seq_15817	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_15818	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
seq_15821	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	NA
seq_15823	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_15826	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_15829	Bacteria	NA	NA	NA	NA	NA
seq_15831	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_15833	NA	NA	NA	NA	NA	NA
seq_15834	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15835	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_15836	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	NA
seq_15838	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_15839	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_15840	Bacteria	NA	NA	NA	NA	NA
seq_15841	NA	NA	NA	NA	NA	NA
seq_15844	Bacteria	NA	NA	NA	NA	NA
seq_15850	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_15854	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15856	Bacteria	Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Crustifilum
seq_15859	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	NA	NA
seq_15862	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_15865	NA	NA	NA	NA	NA	NA
seq_15867	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_15868	Bacteria	NA	NA	NA	NA	NA
seq_15873	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_15874	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_15875	Bacteria	Bacteroidota	Cytophagia	Cytophagales	NA	NA
seq_15876	Bacteria	NA	NA	NA	NA	NA
seq_15877	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	NA	NA
seq_15882	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_15884	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_15885	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Nannocystaceae	NA
seq_15887	Bacteria	NA	NA	NA	NA	NA
seq_15888	Bacteria	NA	NA	NA	NA	NA
seq_15889	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_15890	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
seq_15891	Bacteria	NA	NA	NA	NA	NA
seq_15892	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_15895	NA	NA	NA	NA	NA	NA
seq_15896	Bacteria	Bacillota	NA	NA	NA	NA
seq_15903	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_15908	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_15909	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
seq_15910	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_15911	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	NA
seq_15912	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_15913	Bacteria	NA	NA	NA	NA	NA
seq_15916	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_15918	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_15921	Bacteria	Bacillota	NA	NA	NA	NA
seq_15923	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_15928	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15929	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15934	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
seq_15937	NA	NA	NA	NA	NA	NA
seq_15939	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_15940	NA	NA	NA	NA	NA	NA
seq_15941	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_15942	Bacteria	NA	NA	NA	NA	NA
seq_15943	Bacteria	NA	NA	NA	NA	NA
seq_15944	Bacteria	Verrucomicrobiota	Opitutia	NA	NA	NA
seq_15946	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	NA	NA
seq_15948	Bacteria	NA	NA	NA	NA	NA
seq_15949	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15957	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_15959	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_15962	Bacteria	NA	NA	NA	NA	NA
seq_15965	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
seq_15969	NA	NA	NA	NA	NA	NA
seq_15972	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	NA
seq_15974	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_15975	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
seq_15978	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	NA
seq_15979	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_15980	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_15983	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_15985	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	NA	NA
seq_15987	NA	NA	NA	NA	NA	NA
seq_15988	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_15997	Bacteria	NA	NA	NA	NA	NA
seq_15998	NA	NA	NA	NA	NA	NA
seq_15999	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA
seq_16002	Bacteria	NA	NA	NA	NA	NA
seq_16005	Bacteria	Bacillota	Clostridia	NA	NA	NA
seq_16007	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_16008	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_16009	NA	NA	NA	NA	NA	NA
seq_16011	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_16014	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	NA
seq_16017	Bacteria	Actinomycetota	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces
seq_16020	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_16021	NA	NA	NA	NA	NA	NA
seq_16028	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA
seq_16029	NA	NA	NA	NA	NA	NA
