seq	kingdom	phylum	class	order	family	genus	species
seq_00001	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Urtica	Urtica gracilis
seq_00002	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium herbarum
seq_00004	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
seq_00005	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	NA	NA
seq_00006	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma applanatum
seq_00007	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Resinicium	Resinicium bicolor
seq_00008	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria oregonensis
seq_00009	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Hyphodermella	Hyphodermella pallidostraminea
seq_00013	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
seq_00014	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus brevicaulis
seq_00015	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Physisporinus	Physisporinus vitreus
seq_00016	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago	NA
seq_00018	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma victoriae
seq_00020	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
seq_00021	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces roseus
seq_00022	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium tricinctum
seq_00023	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella pygmaea
seq_00024	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion parviporum
seq_00025	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
seq_00026	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Coriolopsis	Coriolopsis gallica
seq_00027	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
seq_00029	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis	NA
seq_00030	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoacia	Mycoacia uda
seq_00031	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium wieringae
seq_00032	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Dioszegia	Dioszegia crocea
seq_00033	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_00034	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
seq_00035	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
seq_00036	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Tilletiopsis	NA
seq_00037	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	NA
seq_00038	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis caroliniana
seq_00039	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Lolium	NA
seq_00040	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium	Sarocladium strictum
seq_00042	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces rosae
seq_00043	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia rosae
seq_00044	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera adusta
seq_00045	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	NA
seq_00046	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
seq_00047	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium magnum
seq_00048	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	NA
seq_00050	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium austrohemisphaericum
seq_00051	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria brassicae
seq_00052	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_00053	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	NA	NA
seq_00054	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Peniophorella	Peniophorella pubera
seq_00055	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria rosae
seq_00056	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces ruberrimus
seq_00057	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	NA
seq_00058	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia verrucosa
seq_00059	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
seq_00060	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Scopuloides	Scopuloides hydnoides
seq_00061	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Sistotremataceae	Trechispora	Trechispora hymenocystis
seq_00062	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	NA
seq_00063	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hyphodontiaceae	Hyphodontia	Hyphodontia pallidula
seq_00064	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	Gibellulopsis piscis
seq_00066	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago	NA
seq_00067	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula herbarum
seq_00068	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes gibbosa
seq_00069	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_00071	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium macerans
seq_00072	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
seq_00073	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniastraceae	Melampsoridium	Melampsoridium hiratsukanum
seq_00074	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
seq_00075	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma tephrensis
seq_00076	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Ceriporiopsis	Ceriporiopsis mucida
seq_00077	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Scopuloides	Scopuloides leprosa
seq_00078	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus festucosus
seq_00079	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria triglochinicola
seq_00080	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
seq_00081	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Parasarocladium	NA
seq_00082	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	NA
seq_00083	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera alba
seq_00085	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
seq_00088	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hyphodontiaceae	Hyphodontia	Hyphodontia arguta
seq_00089	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
seq_00090	NA	NA	NA	NA	NA	NA	NA
seq_00091	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium subcoronatum
seq_00092	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina carpini
seq_00093	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Porotheleum	Porotheleum fimbriatum
seq_00094	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Infundibulicybe	NA
seq_00095	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon flaviporus
seq_00097	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma globispora
seq_00099	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Dioszegia	Dioszegia hungarica
seq_00100	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Lolium	NA
seq_00101	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Imbribryum	NA
seq_00102	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta exitialis
seq_00103	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
seq_00104	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium oeirense
seq_00105	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
seq_00107	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Entyloma	Entyloma calendulae
seq_00109	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Dendryphion	Dendryphion europaeum
seq_00110	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon nesporii
seq_00111	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
seq_00112	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Megacollybia	Megacollybia platyphylla
seq_00113	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
seq_00114	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta graminicola
seq_00115	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Alnus	NA
seq_00116	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
seq_00117	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	NA
seq_00119	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	NA	NA
seq_00120	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	Curvibasidium	Curvibasidium cygneicollum
seq_00121	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma carnescens
seq_00125	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia byssoides
seq_00126	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Itersonilia	Itersonilia pannonica
seq_00127	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera
seq_00128	Chromista	Ciliophora	Oligotrichea	Halteriida	Halteriidae	Halteria	NA
seq_00129	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia acerina
seq_00130	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	NA	Pseudomicrostroma	NA
seq_00131	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Sistotremataceae	Trechispora	NA
seq_00132	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Scopuloides	NA
seq_00133	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula acaciae
seq_00134	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	NA
seq_00135	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Scopuloides	NA
seq_00136	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
seq_00137	NA	NA	NA	NA	NA	NA	NA
seq_00138	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
seq_00139	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus subverrucisporus
seq_00140	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	Kondoa myxariophila
seq_00141	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium slooffiae
seq_00143	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon chinensis
seq_00144	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	NA
seq_00145	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium chrysogenum
seq_00146	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Amphisphaeriaceae	Microdochium	NA
seq_00147	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Peniophorella	Peniophorella praetermissa
seq_00148	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	Cistella acuum
seq_00151	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Entyloma	Entyloma randwijkense
seq_00152	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	Steccherinum bourdotii
seq_00154	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	NA
seq_00155	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	Yamadazyma scolyti
seq_00156	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria tritici
seq_00157	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Auriporia	Auriporia aurulenta
seq_00158	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis leptospora
seq_00159	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma europaea
seq_00160	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
seq_00161	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum italicum
seq_00162	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus dehlii
seq_00163	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum dulcamara
seq_00164	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Irpex	Irpex laceratus
seq_00165	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Rhodonia	Rhodonia placenta
seq_00166	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	Trichaptum	Trichaptum abietinum
seq_00167	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Apenidiella	NA
seq_00168	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Dioszegia	Dioszegia fristingensis
seq_00170	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica	Veronica ceratocarpa
seq_00175	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Erysiphe	NA
seq_00176	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosphaerella	NA
seq_00177	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
seq_00178	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	NA
seq_00180	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Sawadaea	NA
seq_00182	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Metulodontia	Metulodontia nivea
seq_00183	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
seq_00184	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
seq_00185	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_00186	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	NA
seq_00190	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	NA
seq_00191	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	NA	NA
seq_00192	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
seq_00193	Chromista	Ciliophora	NA	NA	NA	NA	NA
seq_00194	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina sadebeckii
seq_00195	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Phlyctidaceae	Phlyctis	Phlyctis argena
seq_00196	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	Steccherinum ochraceum
seq_00197	Fungi	Basidiomycota	Cystobasidiomycetes	Buckleyzymales	Buckleyzymaceae	Buckleyzyma	Buckleyzyma aurantiaca
seq_00198	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Parastagonospora avenae
seq_00199	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	Fuscoporia ferruginosa
seq_00200	Fungi	Ascomycota	Dothideomycetes	Dothideales	NA	NA	NA
seq_00201	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoaciella	Mycoaciella bispora
seq_00202	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma adspersum
seq_00203	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia impressa
seq_00204	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	Steccherinum fimbriatum
seq_00205	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Hypogymnia	Hypogymnia physodes
seq_00206	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	Genolevuria amylolytica
seq_00207	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Erysiphe	NA
seq_00208	Fungi	Basidiomycota	Exobasidiomycetes	NA	Golubeviaceae	Golubevia	NA
seq_00209	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
seq_00212	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	Nectria zeae
seq_00213	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor
seq_00214	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Apatococcus	NA
seq_00216	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma xingrensis
seq_00219	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	NA
seq_00220	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus caspari
seq_00221	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	NA
seq_00222	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	NA
seq_00223	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	NA
seq_00224	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	NA
seq_00225	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	NA
seq_00226	Chromista	Ciliophora	Hypotrichea	Urostylida	Urostylidae	Urostyla	NA
seq_00227	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	NA	NA
seq_00229	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia celtidis
seq_00230	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
seq_00233	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium langsethiae
seq_00234	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
seq_00235	NA	NA	NA	NA	NA	NA	NA
seq_00236	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
seq_00238	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
seq_00240	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmelia	Parmelia sulcata
seq_00242	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neoantennariellaceae	Cippumomyces	Cippumomyces mortalis
seq_00243	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus xanthothrix
seq_00244	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	NA
seq_00246	Plantae	Bryophyta	Bryopsida	Bryales	Mniaceae	Mnium	NA
seq_00247	Chromista	Ciliophora	Hypotrichea	Urostylida	Holostichidae	Anteholosticha	NA
seq_00248	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Sydowia	Sydowia polyspora
seq_00250	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium candicans
seq_00251	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Irpex	NA
seq_00254	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena pelianthina
seq_00255	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes polyzona
seq_00256	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora tritici-repentis
seq_00258	Fungi	Basidiomycota	Cystobasidiomycetes	NA	Symmetrosporaceae	Symmetrospora	Symmetrospora coprosmae
seq_00259	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	NA
seq_00260	Fungi	Ascomycota	Leotiomycetes	Helotiales	Calloriaceae	Calloria	NA
seq_00261	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Amphisphaeriaceae	Microdochium	Microdochium phragmitis
seq_00263	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	NA
seq_00265	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Sidera	Sidera vulgaris
seq_00266	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae	Papiliotrema	NA
seq_00268	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	NA
seq_00269	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
seq_00270	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	Gibellulopsis nigrescens
seq_00271	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	NA	NA
seq_00272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	NA
seq_00273	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Megacollybia	Megacollybia marginata
seq_00274	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_00275	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium	NA
seq_00276	Plantae	Tracheophyta	Magnoliopsida	Rosales	Cannabaceae	Humulus	Humulus lupulus
seq_00277	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	NA	NA
seq_00278	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago falcata
seq_00279	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus cervinus
seq_00280	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cyphellaceae	Chondrostereum	Chondrostereum purpureum
seq_00281	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps arundinis
seq_00283	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	NA
seq_00284	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Chalara	Chalara holubovae
seq_00288	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus tuberaster
seq_00289	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	NA
seq_00290	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleospora	Pleospora theae
seq_00292	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
seq_00293	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma flocculosa
seq_00294	NA	NA	NA	NA	NA	NA	NA
seq_00295	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
seq_00296	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Artomyces	Artomyces pyxidatus
seq_00297	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium acuminatum
seq_00299	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	NA
seq_00300	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	NA
seq_00301	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	NA
seq_00302	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Bensingtonia	NA
seq_00303	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina inositophila
seq_00304	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia muriae
seq_00305	Fungi	Basidiomycota	Agaricomycetes	NA	NA	Lyomyces	NA
seq_00307	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	NA	NA
