seq	kingdom	phylum	class	order	family	genus	species
seq_06106	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlorococcaceae	Chlorococcum	NA
seq_06107	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Stagonospora	NA
seq_06108	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium ovale
seq_06113	NA	NA	NA	NA	NA	NA	NA
seq_06114	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Hypotrachyna	NA
seq_06117	NA	NA	NA	NA	NA	NA	NA
seq_06120	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
seq_06124	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia	NA
seq_06126	NA	NA	NA	NA	NA	NA	NA
seq_06127	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
seq_06128	NA	NA	NA	NA	NA	NA	NA
seq_06131	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Repetobasidium	Repetobasidium glaucocanum
seq_06132	Fungi	Basidiomycota	Ustilaginomycetes	Urocystidales	Urocystidaceae	Urocystis	NA
seq_06133	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hamatocanthoscyphaceae	NA	NA
seq_06140	Fungi	Ascomycota	Sordariomycetes	Boliniales	Boliniaceae	Endoxyla	NA
seq_06141	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Galinsoga	NA
seq_06147	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
seq_06149	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
seq_06151	NA	NA	NA	NA	NA	NA	NA
seq_06153	NA	NA	NA	NA	NA	NA	NA
seq_06156	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Dioszegia	NA
seq_06157	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis	NA
seq_06159	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporia	Fomitiporia punctata
seq_06162	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	NA	NA
seq_06165	NA	NA	NA	NA	NA	NA	NA
seq_06166	NA	NA	NA	NA	NA	NA	NA
seq_06167	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Vibrissea	NA
seq_06168	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Oliveoniaceae	Oliveonia	NA
seq_06170	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
seq_06171	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
seq_06172	NA	NA	NA	NA	NA	NA	NA
seq_06174	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Odontia	Odontia ferruginea
seq_06178	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Coccomyxaceae	Coccomyxa	NA
seq_06179	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
seq_06180	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
seq_06181	NA	NA	NA	NA	NA	NA	NA
seq_06182	Fungi	Basidiomycota	Microbotryomycetes	NA	Chrysozymaceae	Bannozyma	NA
seq_06183	NA	NA	NA	NA	NA	NA	NA
seq_06184	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	Amniculicola	NA
seq_06185	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Hyphozyma	Hyphozyma roseonigra
seq_06188	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Pleurotheciella	NA
seq_06189	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Cristinia	NA
seq_06191	NA	NA	NA	NA	NA	NA	NA
seq_06192	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Acremonium	NA
seq_06196	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_06200	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_06201	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete laevis
seq_06202	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	NA
seq_06203	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	NA	NA
seq_06204	NA	NA	NA	NA	NA	NA	NA
seq_06205	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium mucilaginum
seq_06206	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	NA
seq_06207	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Halosarpheia	NA
seq_06210	Plantae	Chlorophyta	Ulvophyceae	Trentepohliales	Trentepohliaceae	Printzina	NA
seq_06212	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	Metapochonia bulbillosa
seq_06213	Fungi	Basidiomycota	Agaricomycetes	Russulales	Xenasmataceae	Xenasmatella	NA
seq_06217	NA	NA	NA	NA	NA	NA	NA
seq_06219	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae	Papiliotrema	NA
seq_06222	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	NA	NA
seq_06227	NA	NA	NA	NA	NA	NA	NA
seq_06228	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	Phaeococcomyces kinklidomatophilus
seq_06229	NA	NA	NA	NA	NA	NA	NA
seq_06231	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	NA
seq_06233	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	Microcyclospora	NA
seq_06234	Fungi	Ascomycota	Sordariomycetes	Boliniales	NA	Paramicrothyrium	NA
seq_06235	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
seq_06236	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
seq_06237	NA	NA	NA	NA	NA	NA	NA
seq_06238	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	NA	NA
seq_06240	NA	NA	NA	NA	NA	NA	NA
seq_06245	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Sanguisorba	Sanguisorba officinalis
seq_06246	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Acremonium	NA
seq_06249	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Catillariaceae	NA	NA
seq_06250	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	NA
seq_06251	NA	NA	NA	NA	NA	NA	NA
seq_06252	Plantae	Bryophyta	Bryopsida	Bryales	Mniaceae	Mnium	NA
seq_06254	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Emericella	NA
seq_06257	Fungi	Ascomycota	Leotiomycetes	Helotiales	Tricladiaceae	Spirosphaera	NA
seq_06260	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
seq_06261	NA	NA	NA	NA	NA	NA	NA
seq_06264	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	Septoriella rosae
seq_06265	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	NA
seq_06266	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	NA	NA
seq_06270	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
seq_06271	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Catillariaceae	Catillaria	NA
seq_06272	Plantae	Bryophyta	Bryopsida	Bryales	Mniaceae	Mnium	NA
seq_06276	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	NA	NA
seq_06280	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_06281	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	NA
seq_06282	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Hobus	Hobus wogradensis
seq_06283	NA	NA	NA	NA	NA	NA	NA
seq_06284	NA	NA	NA	NA	NA	NA	NA
seq_06286	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Eocronartiaceae	Eocronartium	NA
seq_06290	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Koliellaceae	Pseudochlorella	NA
seq_06294	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	NA	NA
seq_06295	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
seq_06296	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Furcasterigmium	Furcasterigmium furcatum
seq_06297	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Parietochloris	Parietochloris pseudoalveolaris
seq_06298	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	NA
seq_06299	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	NA
seq_06303	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon	NA
seq_06305	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_06306	NA	NA	NA	NA	NA	NA	NA
seq_06310	NA	NA	NA	NA	NA	NA	NA
seq_06314	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Coccomyxaceae	Coccomyxa	NA
seq_06315	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	NA
seq_06316	NA	NA	NA	NA	NA	NA	NA
seq_06321	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Kockiozyma	Kockiozyma suomiensis
seq_06323	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
seq_06325	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	NA
seq_06326	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecidella	NA
seq_06327	NA	NA	NA	NA	NA	NA	NA
seq_06330	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	Grimmia	Grimmia pulvinata
seq_06335	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Xeromphalina	Xeromphalina campanella
seq_06337	Fungi	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Gyromitra	Gyromitra infula
seq_06338	NA	NA	NA	NA	NA	NA	NA
seq_06340	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Uromyces	NA
seq_06341	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus chlamydosporus
seq_06342	NA	NA	NA	NA	NA	NA	NA
seq_06345	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	NA
seq_06346	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
seq_06348	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Rodwayella	NA
seq_06349	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	NA
seq_06350	NA	NA	NA	NA	NA	NA	NA
seq_06354	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
seq_06355	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	NA	NA
seq_06358	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	NA
seq_06360	NA	NA	NA	NA	NA	NA	NA
seq_06361	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
seq_06366	NA	NA	NA	NA	NA	NA	NA
seq_06367	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	NA
seq_06370	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	Dendrothele	Dendrothele griseocana
seq_06371	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Montagnula	NA
seq_06373	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Vararia	Vararia gallica
seq_06374	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Tulosesus	Tulosesus brevisetulosus
seq_06381	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA
seq_06382	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hypochnicium	Hypochnicium cremicolor
seq_06383	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Litschauerella	NA
seq_06384	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	NA	NA
seq_06385	NA	NA	NA	NA	NA	NA	NA
seq_06387	NA	NA	NA	NA	NA	NA	NA
seq_06388	NA	NA	NA	NA	NA	NA	NA
seq_06389	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
seq_06390	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_06391	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Phaeotremella	NA
seq_06393	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
seq_06395	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Oliveoniaceae	Oliveonia	NA
seq_06396	NA	NA	NA	NA	NA	NA	NA
seq_06400	NA	NA	NA	NA	NA	NA	NA
seq_06403	NA	NA	NA	NA	NA	NA	NA
seq_06404	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Polyozosia	Polyozosia dispersa
seq_06406	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Apatococcus	NA
seq_06407	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	NA
seq_06409	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
seq_06410	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	NA
seq_06411	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
seq_06415	NA	NA	NA	NA	NA	NA	NA
seq_06416	NA	NA	NA	NA	NA	NA	NA
seq_06417	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
seq_06418	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Cylindrotrichum	Cylindrotrichum clavatum
seq_06419	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Apatococcus	NA
seq_06421	NA	NA	NA	NA	NA	NA	NA
seq_06425	NA	NA	NA	NA	NA	NA	NA
seq_06426	NA	NA	NA	NA	NA	NA	NA
seq_06427	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA
seq_06428	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
seq_06429	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago	NA
seq_06432	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
seq_06438	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
seq_06439	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Dioszegia	NA
seq_06440	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	Arthrinium puccinioides
seq_06448	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Reticulascaceae	Reticulascus	NA
seq_06450	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella spadiceogrisea
seq_06451	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
seq_06456	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
seq_06459	NA	NA	NA	NA	NA	NA	NA
seq_06465	NA	NA	NA	NA	NA	NA	NA
seq_06470	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Mucronella	NA
seq_06472	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Koliellaceae	Pseudochlorella	NA
seq_06475	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	NA	NA
seq_06478	NA	NA	NA	NA	NA	NA	NA
seq_06480	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudocamarosporium	NA
seq_06481	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	NA
seq_06482	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Vararia	Vararia ochroleuca
seq_06483	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas applanata
seq_06484	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	NA
seq_06487	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Catenulostroma	NA
seq_06488	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria lunariae
seq_06489	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus petasatus
seq_06492	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia africana
seq_06493	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
seq_06497	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Lapidomyces	NA
seq_06498	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Clathrosphaerina	NA
seq_06499	NA	NA	NA	NA	NA	NA	NA
seq_06500	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	NA
seq_06503	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Scleropezicula	NA
seq_06504	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	NA
seq_06505	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Golovinomyces	Golovinomyces sordidus
seq_06507	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Phlyctidaceae	Phlyctis	Phlyctis agelaea
seq_06509	Plantae	Bryophyta	Bryopsida	Hypnales	Pylaisiaceae	Pylaisia	Pylaisia obtusa
seq_06511	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus protuberus
seq_06512	NA	NA	NA	NA	NA	NA	NA
seq_06515	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	NA
seq_06516	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	NA
seq_06517	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	NA
seq_06518	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Melanomma	NA
seq_06519	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia cerasi
seq_06520	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Hysteropatella	NA
seq_06521	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	NA
seq_06524	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium iridis
seq_06525	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
seq_06526	Fungi	Basidiomycota	Cystobasidiomycetes	NA	NA	NA	NA
seq_06530	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia gigantea
seq_06533	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
seq_06534	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Terana	Terana coerulea
seq_06536	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Candolleomyces	Candolleomyces leucotephrus
seq_06539	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Aphanocladium	Aphanocladium album
seq_06540	NA	NA	NA	NA	NA	NA	NA
seq_06542	NA	NA	NA	NA	NA	NA	NA
seq_06544	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Sistotremataceae	Trechispora	NA
seq_06546	NA	NA	NA	NA	NA	NA	NA
seq_06550	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	NA
seq_06551	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	NA
seq_06552	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	NA
seq_06553	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA
seq_06554	Plantae	Chlorophyta	Trebouxiophyceae	Prasiolales	NA	Elliptochloris	NA
seq_06555	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
seq_06558	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
seq_06559	NA	NA	NA	NA	NA	NA	NA
seq_06560	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA
seq_06561	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Apatococcus	NA
seq_06562	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
seq_06563	NA	NA	NA	NA	NA	NA	NA
seq_06565	Fungi	Ascomycota	Arthoniomycetes	Arthoniales	Roccellaceae	Gyrographa	NA
seq_06574	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Neomyrmecridium	Neomyrmecridium septatum
seq_06575	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma luteocrystallinum
seq_06576	Fungi	Basidiomycota	Pucciniomycetes	Septobasidiales	Septobasidiaceae	Septobasidium	NA
seq_06577	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
seq_06578	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
seq_06579	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia indica
seq_06582	NA	NA	NA	NA	NA	NA	NA
seq_06583	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	Paramyrothecium roridum
seq_06586	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae	Rhynchogastrema	NA
seq_06587	NA	NA	NA	NA	NA	NA	NA
seq_06589	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
seq_06591	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
seq_06592	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	NA	NA
seq_06595	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlorococcaceae	Spongiochloris	NA
seq_06596	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Setoseptoria	NA
seq_06597	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecidella	Lecidella leprothalla
seq_06599	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	NA
seq_06600	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecidella	Lecidella elaeochroma
seq_06601	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Auriscalpium	Auriscalpium vulgare
seq_06604	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
seq_06607	NA	NA	NA	NA	NA	NA	NA
seq_06609	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	NA
seq_06612	Fungi	Ascomycota	Sordariomycetes	Xylariales	Lopadostomataceae	Lopadostoma	Lopadostoma fagi
seq_06614	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Tulosesus	Tulosesus hiascens
seq_06618	Fungi	Ascomycota	Sordariomycetes	Annulatascales	Annulatascaceae	Dictyosporella	NA
seq_06620	Chromista	Ciliophora	Hypotrichea	Oxytrichida	Oxytrichidae	Cyrtohymena	NA
seq_06621	NA	NA	NA	NA	NA	NA	NA
seq_06622	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	NA
seq_06623	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	NA
seq_06627	NA	NA	NA	NA	NA	NA	NA
seq_06628	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium	NA
seq_06629	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia bicornis
seq_06630	Fungi	Basidiomycota	Cystobasidiomycetes	Buckleyzymales	Buckleyzymaceae	Buckleyzyma	NA
seq_06633	NA	NA	NA	NA	NA	NA	NA
seq_06637	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Symbiochloris	NA
seq_06638	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
seq_06640	NA	NA	NA	NA	NA	NA	NA
seq_06641	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
seq_06648	NA	NA	NA	NA	NA	NA	NA
seq_06651	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Geosmithia	NA
seq_06653	NA	NA	NA	NA	NA	NA	NA
seq_06654	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
seq_06655	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Amphisphaeriaceae	Hymenopleella	Hymenopleella hippophaeicola
seq_06657	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Diddensiella	Diddensiella caesifluorescens
seq_06659	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Porostereum	NA
seq_06660	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dialonectria	NA
seq_06661	NA	NA	NA	NA	NA	NA	NA
seq_06664	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Urtica	NA
seq_06665	NA	NA	NA	NA	NA	NA	NA
seq_06666	NA	NA	NA	NA	NA	NA	NA
seq_06667	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
seq_06669	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus olivellus
