phylum	class	order	family	genus	species
Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies alba
Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies nordmanniana
Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Abutilon	Abutilon theophrasti
Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Acacia	Acacia dealbata
Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Acalypha	Acalypha australis
Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Acalypha	Acalypha virginica
Tracheophyta	Magnoliopsida	Lamiales	Acanthaceae	Acanthus	Acanthus mollis
Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer campestre
Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer cappadocicum
Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer monspessulanum
Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer negundo
Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer opalus
Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer platanoides
Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer pseudoplatanus
Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer rubrum
Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer saccharinum
Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Orchis	Orchis anthropophora
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea ageratum
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea atrata
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea clavennae
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea collina
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea crithmifolia
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea distans
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea erba-rotta
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea filipendulina
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea macrophylla
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	NA
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea millefolium
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea nana
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea nobilis
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea oxyloba
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea pratensis
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea ptarmica
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea roseoalba
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea setacea
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea tomentosa
Tracheophyta	Liliopsida	Poales	Poaceae	Achnatherum	Achnatherum calamagrostis
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium alpinum
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium acinos
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aconitum	Aconitum anthora
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aconitum	Aconitum lycoctonum
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aconitum	Aconitum napellus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aconitum	Aconitum tauricum
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aconitum	Aconitum variegatum
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aconitum	Aconitum degenii
Tracheophyta	Liliopsida	Acorales	Acoraceae	Acorus	Acorus calamus
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Actaea	Actaea spicata
Tracheophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia chinensis
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Adenophora	Adenophora liliifolia
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Adenostyles	Adenostyles alliariae
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Adenostyles	Adenostyles alpina
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Adenostyles	Adenostyles leucophylla
Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae	Adiantum	Adiantum capillus-veneris
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Adonis	Adonis aestivalis
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Adonis	Adonis annua
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Adonis	Adonis flammea
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Adonis	Adonis vernalis
Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Adoxa	Adoxa moschatellina
Tracheophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops cylindrica
Tracheophyta	Liliopsida	Poales	Poaceae	Aegilops	NA
Tracheophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops geniculata
Tracheophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops neglecta
Tracheophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops triuncialis
Tracheophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops ventricosa
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Aegopodium	Aegopodium podagraria
Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Aesculus	Aesculus hippocastanum
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Aethionema	Aethionema saxatile
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Aethionema	Aethionema thomasianum
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Aethusa	Aethusa cynapium
Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave americana
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Agrimonia	Agrimonia eupatoria
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Agrimonia	Agrimonia procera
Tracheophyta	Liliopsida	Poales	Poaceae	Agropyron	Agropyron cristatum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Agrostemma	Agrostemma githago
Tracheophyta	Liliopsida	Poales	Poaceae	Alpagrostis	Alpagrostis alpina
Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis canina
Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis capillaris
Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis gigantea
Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis rupestris
Tracheophyta	Liliopsida	Poales	Poaceae	Alpagrostis	Alpagrostis schleicheri
Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis schraderiana
Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis stolonifera
Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis vinealis
Tracheophyta	Magnoliopsida	Sapindales	Simaroubaceae	Ailanthus	Ailanthus altissima
Tracheophyta	Liliopsida	Poales	Poaceae	Aira	Aira caryophyllea
Tracheophyta	Liliopsida	Poales	Poaceae	Aira	Aira elegans
Tracheophyta	Liliopsida	Poales	Poaceae	Aira	Aira praecox
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ajuga	Ajuga chamaepitys
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ajuga	Ajuga genevensis
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ajuga	Ajuga pyramidalis
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ajuga	Ajuga reptans
Tracheophyta	Magnoliopsida	Ranunculales	Lardizabalaceae	Akebia	Akebia quinata
Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Albizia	Albizia julibrissin
Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Alcea	Alcea biennis
Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Alcea	Alcea rosea
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla acuminatidens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla vulgaris
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla aggregata
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla alpigena
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	NA
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla alpina
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla amphisericea
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla argentidens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla atrovirens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla chirophylla
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla colorata
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla compta
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla conjuncta
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla connivens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla controversa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla coriacea
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla crinita
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla curtiloba
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla decumbens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla demissa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla effusa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla exigua
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla fallax
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla filicaulis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla firma
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla fissa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla fissimima
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla flabellata
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla flavicoma
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla flavovirens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla flexicaulis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla frigens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla gaillardiana
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla galkinae
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla gemmia
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla gingolphiana
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla glabra
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla glacialis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla glaucescens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla glomerulans
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla grossidens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla helvetica
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla heteropoda
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla hirtipes
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla hoppeana
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla hybrida
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla impexa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla incisa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla inconcinna
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla infravallesia
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla jaquetiana
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla jugensis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla leptoclada
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla lineata
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla longana
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla longinodis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla longiuscula
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla lunaria
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla micans
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla mollis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla monticola
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla multidens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla nitida
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla obscura
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla obtusa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla opaca
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla oscensis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla othmarii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla paicheana
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla pallens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla pentaphyllea
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla pentaphylloides
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla petiolulans
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla plicata
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla propinqua
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla pseudodecumbens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla psilopodia
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla racemulosa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla radiisecta
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla reniformis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla rhododendrophila
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla rubristipula
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla saxatilis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla saxetana
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla schmidelyana
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla semihirta
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla semisecta
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla sericoneura
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla sinuata
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla speciosa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla splendens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla squarrosula
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla straminea
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla strigosula
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla subcrenata
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla subglobosa
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla subsericea
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla tenuis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla tirolensis
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla transiens
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla trullata
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla trunciloba
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla undulata
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla venosula
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla versipila
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla vetteri
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla weberi
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla westermaieri
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla xanthochlora
Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Aldrovanda	Aldrovanda vesiculosa
Tracheophyta	Liliopsida	Alismatales	Alismataceae	Alisma	Alisma gramineum
Tracheophyta	Liliopsida	Alismatales	Alismataceae	Alisma	Alisma lanceolatum
Tracheophyta	Liliopsida	Alismatales	Alismataceae	Alisma	Alisma plantago-aquatica
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Alliaria	Alliaria petiolata
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium ampeloprasum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium angulosum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium carinatum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium coloratum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium cepa
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium ericetorum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium fistulosum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium insubricum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium lineare
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium lusitanicum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium narcissiflorum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium nigrum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium oleraceum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium paniculatum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium paradoxum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium rotundum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium sativum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium schoenoprasum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium scorodoprasum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium sphaerocephalon
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium suaveolens
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium ursinum
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium victorialis
Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium vineale
Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Alnus	Alnus cordata
Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Alnus	Alnus glutinosa
Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Alnus	Alnus incana
Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Alnus	Alnus alnobetula
Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus	Alopecurus aequalis
Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus	Alopecurus gerardii
Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus	Alopecurus geniculatus
Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus	Alopecurus myosuroides
Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus	Alopecurus pratensis
Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus	Alopecurus rendlei
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Alternanthera	Alternanthera philoxeroides
Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Althaea	Althaea hirsuta
Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Althaea	Althaea officinalis
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Alyssoides	Alyssoides utriculata
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Odontarrhena	Odontarrhena alpestris
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Alyssum	Alyssum alyssoides
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Odontarrhena	Odontarrhena argentea
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Alyssum	NA
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Alyssum	Alyssum montanum
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Odontarrhena	Odontarrhena muralis
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Alyssum	Alyssum orophilum
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Alyssum	Alyssum simplex
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus albus
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus blitoides
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	NA
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus blitum
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus bouchonii
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus caudatus
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus cruentus
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus deflexus
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus emarginatus
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus graecizans
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus hybridus
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus hypochondriacus
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus powellii
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus retroflexus
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Ambrosia	Ambrosia artemisiifolia
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Ambrosia	Ambrosia confertiflora
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Ambrosia	Ambrosia psilostachya
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Ambrosia	Ambrosia trifida
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amelanchier	Amelanchier lamarckii
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amelanchier	Amelanchier ovalis
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ammi	Ammi majus
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Visnaga	Visnaga daucoides
Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Amorpha	Amorpha fruticosa
Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Amsinckia	Amsinckia lycopsoides
Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Anacamptis	Anacamptis pyramidalis
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	Lysimachia arvensis
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	Lysimachia foemina
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	Lysimachia minima
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	Lysimachia tenella
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Anaphalis	Anaphalis margaritacea
Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Anarrhinum	Anarrhinum bellidifolium
Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Lycopsis	Lycopsis arvensis
Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Anchusa	Anchusa hybrida
Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Anchusa	Anchusa azurea
Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Anchusa	Anchusa ochroleuca
Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Anchusa	Anchusa officinalis
Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Andromeda	Andromeda polifolia
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace albimontana
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace alpina
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace brevis
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace adfinis
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	NA
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace chamaejasme
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace halleri
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace hausmannii
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace helvetica
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace lactea
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace maxima
Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace obtusifolia
