phylum	class	order	family	genus	species
Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Callitriche	Callitriche stagnalis
Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Calluna	Calluna vulgaris
Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Caltha	Caltha palustris
Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Calystegia	Calystegia pulchra
Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Calystegia	Calystegia sepium
Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Calystegia	Calystegia silvatica
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Camelina	Camelina alyssum
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Camelina	Camelina microcarpa
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Camelina	Camelina sativa
Tracheophyta	Magnoliopsida	Ericales	Theaceae	Camellia	Camellia japonica
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula alliariifolia
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula alpestris
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula barbata
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula bertolae
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula bononiensis
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula carnica
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula carpatica
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula cenisia
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula cervicaria
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula cespitosa
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula cochleariifolia
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula elatinoides
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula excisa
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula garganica
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula glomerata
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula latifolia
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula medium
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula patula
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula persicifolia
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula portenschlagiana
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula poscharskyana
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula raineri
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula ramosissima
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula rapunculoides
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula rapunculus
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula rhomboidalis
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula rotundifolia
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula scheuchzeri
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula sibirica
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula spicata
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula thyrsoides
Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula trachelium
Tracheophyta	Magnoliopsida	Rosales	Cannabaceae	Cannabis	Cannabis sativa
Tracheophyta	Magnoliopsida	Brassicales	Capparaceae	Capparis	Capparis spinosa
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Capsella	Capsella bursa-pastoris
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Capsella	Capsella grandiflora
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Capsella	Capsella rubella
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Capsicum	Capsicum annuum
Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana arborescens
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine insueta
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine bellidifolia
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine amara
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine asarifolia
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine bulbifera
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine corymbosa
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine dentata
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine enneaphyllos
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	NA
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine flexuosa
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine heptaphylla
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine hirsuta
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine impatiens
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine kitaibelii
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine matthioli
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine pratensis
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine occulta
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine parviflora
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine pentaphyllos
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine plumierii
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine resedifolia
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine trifolia
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine udicola
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis arenosa
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis halleri
Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Lepidium	Lepidium draba
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carduus	Carduus acanthoides
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carduus	Carduus crispus
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carduus	Carduus defloratus
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carduus	Carduus nutans
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carduus	Carduus personata
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carduus	Carduus pycnocephalus
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carduus	Carduus tenuiflorus
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	NA
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex acuta
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex acutiformis
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex alba
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex appropinquata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex atrata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex aterrima
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex atrofusca
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex austroalpina
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex baldensis
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex bicolor
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex bohemica
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex brachystachys
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex brevicollis
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex brizoides
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex brunnescens
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex buekii
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex buxbaumii
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex canescens
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex capillaris
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex capitata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex caryophyllea
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex cespitosa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex chordorrhiza
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex curvula
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex davalliana
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex demissa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex depauperata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex diandra
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex digitata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex dioica
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex distans
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex disticha
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex divisa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex divulsa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex echinata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex elata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex elongata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex ericetorum
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex ferruginea
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex fimbriata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex firma
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex flacca
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex flava
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex foetida
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex frigida
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex fritschii
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex fuliginosa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex glacialis
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex grayi
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex halleriana
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex hartmaniorum
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex heleonastes
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex hirta
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex hostiana
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex humilis
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex nigra
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex lachenalii
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex laevigata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex lasiocarpa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex leersii
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex lepidocarpa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex leporina
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex limosa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex liparocarpos
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex maritima
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex melanostachya
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex michelii
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex microglochin
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex montana
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex mucronata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex muricata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex norvegica
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex ornithopoda
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex otrubae
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex pairae
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex pallescens
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex panicea
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex paniculata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex parviflora
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex pauciflora
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex magellanica
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex pendula
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex pilosa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex pilulifera
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex praecox
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex curvata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex pseudocyperus
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex pulicaris
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex punctata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex randalpina
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex remota
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex repens
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex riparia
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex rostrata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex rupestris
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex sempervirens
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex spicata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex stenophylla
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex strigosa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex supina
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex sylvatica
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex tomentosa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex umbrosa
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex vaginata
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex vesicaria
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex oederi
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex vulpina
Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex vulpinoidea
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carlina	Carlina acanthifolia
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carlina	Carlina acaulis
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carlina	Carlina biebersteinii
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carlina	NA
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carlina	Carlina vulgaris
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carpesium	Carpesium cernuum
Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Carpinus	Carpinus betulus
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carthamus	Carthamus lanatus
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Carum	Carum carvi
Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Caryopteris	Caryopteris clandonensis
Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Castanea	Castanea sativa
Tracheophyta	Liliopsida	Poales	Poaceae	Catabrosa	Catabrosa aquatica
Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	Catalpa	Catalpa bignonioides
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Catananche	Catananche caerulea
Tracheophyta	Liliopsida	Poales	Poaceae	Catapodium	Catapodium marinum
Tracheophyta	Liliopsida	Poales	Poaceae	Catapodium	Catapodium rigidum
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Caucalis	Caucalis platycarpos
Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus
Tracheophyta	Magnoliopsida	Rosales	Cannabaceae	Celtis	Celtis australis
Tracheophyta	Magnoliopsida	Rosales	Cannabaceae	Celtis	Celtis occidentalis
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Rhaponticoides	Rhaponticoides alpina
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea calcitrapa
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea cyanus
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea decipiens
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea diffusa
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	NA
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea jacea
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea pannonica
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea montana
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea nigra
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea nervosa
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea nigrescens
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea paniculata
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea pseudophrygia
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea rhaetica
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea scabiosa
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea solstitialis
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea splendens
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea stoebe
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea australis
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea triumfettii
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea uniflora
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea valesiaca
Tracheophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium erythraea
Tracheophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium pulchellum
Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Centranthus	Centranthus angustifolius
Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Centranthus	Centranthus calcitrapae
Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Centranthus	Centranthus ruber
Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cephalanthera	Cephalanthera damasonium
Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cephalanthera	Cephalanthera longifolia
Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cephalanthera	Cephalanthera rubra
Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Cephalaria	Cephalaria alpina
Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Cephalaria	Cephalaria gigantea
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium alpinum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium arvense
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium elongatum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium carinthiacum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium brachypetalum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium tenoreanum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dichodon	Dichodon cerastoides
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dichodon	Dichodon viscidum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium fontanum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium lucorum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium holosteoides
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium glomeratum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium glutinosum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium latifolium
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium ligusticum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium lineare
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium pedunculatum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	NA
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium pumilum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium semidecandrum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium tomentosum
Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium uniflorum
Tracheophyta	Magnoliopsida	Ceratophyllales	Ceratophyllaceae	Ceratophyllum	Ceratophyllum demersum
Tracheophyta	Magnoliopsida	Ceratophyllales	Ceratophyllaceae	Ceratophyllum	Ceratophyllum submersum
Tracheophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Ceratostigma	Ceratostigma plumbaginoides
Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Cercis	Cercis siliquastrum
Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Cerinthe	Cerinthe glabra
Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Cerinthe	Cerinthe major
Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Cerinthe	Cerinthe minor
Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Chaenomeles	Chaenomeles japonica
Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Chaenorhinum	Chaenorhinum minus
Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Chaenostoma	Chaenostoma cordatum
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum aromaticum
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum aureum
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum bulbosum
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum elegans
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	NA
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum hirsutum
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum temulum
Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum villarsii
Tracheophyta	Pinopsida	Pinales	Cupressaceae	Chamaecyparis	Chamaecyparis lawsoniana
Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Chamaecytisus	Chamaecytisus hirsutus
Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Chamaecytisus	NA
Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Chamaecytisus	Chamaecytisus purpureus
Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Chamaecytisus	Chamaecytisus supinus
Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Chamaemelum	Chamaemelum nobile
Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Chamorchis	Chamorchis alpina
Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae	Oeosporangium	Oeosporangium pteridioides
Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Chelidonium	Chelidonium majus
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	NA
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium album
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Dysphania	Dysphania ambrosioides
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium berlandieri
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Blitum	Blitum bonus-henricus
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Dysphania	Dysphania botrys
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Oxybasis	Oxybasis chenopodioides
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium ficifolium
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium giganteum
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Oxybasis	Oxybasis glauca
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium hircinum
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodiastrum	Chenopodiastrum hybridum
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodiastrum	Chenopodiastrum murale
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium opulifolium
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Lipandra	Lipandra polysperma
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium pratericola
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Dysphania	Dysphania pumilio
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Oxybasis	Oxybasis rubra
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium suecicum
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Oxybasis	Oxybasis urbica
Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium vulvaria
