SPECIES	AUTHOR	STATUS	kingdom	phylum	class	order	family	genus	maybe_accepted_name	taxon_id	rank	accepted_name	authorship	synonyms	messages
Hydnellum suaveolens	(Scop.: Fr.) P. Karst.	LC	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum suaveolens	2522203	species	Hydnellum suaveolens	(Scop.) P.Karst.		
Hydnobolites cerebriformis	Tul. et Tul.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Hydnobolites	Hydnobolites cerebriformis	2593394	species	Hydnobolites cerebriformis	Tul. & C.Tul.		
Hydnocystis piligera	Tul.	VU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Hydnocystis	Hydnocystis piligera	3496079	species	Hydnocystis piligera	Tul. & C.Tul.		
Hydnoporia corrugata	(Fr.) K.H. Larss. & Spirin	LC	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hydnoporia	Hydnoporia corrugata	10824936	species	Hydnoporia corrugata	(Fr.) K.H.Larss. & Spirin		
Hydnoporia tabacina	(Sowerby) Spirin, Miettinen & K.H. Larss.	VU	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hydnoporia	Hydnoporia tabacina	10700730	species	Hydnoporia tabacina	(Sowerby) Spirin, Miettinen & K.H.Larss.		
Hydnotrya cerebriformis	Harkn.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Hydnotrya	Hydnotrya cerebriformis	2593392	species	Hydnotrya cerebriformis	Harkn.		
Hydnotrya michaelis	(Fischer) Trappe	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Hydnotrya	Hydnotrya michaelis	2593382	species	Hydnotrya michaelis	(E.Fisch.) Trappe		
Hydnotrya ploettneriana	(Henn.) Hawker	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Hydnotrya	Hydnotrya michaelis	2593382	species	Hydnotrya michaelis	(E.Fisch.) Trappe		
Hydnotrya tulasnei	Berk. et Broome	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Hydnotrya	Hydnotrya tulasnei	2593397	species	Hydnotrya tulasnei	(Berk.) Berk. & Broome		
Hydnum albidum	Peck	EN	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum albidum	3368245	species	Hydnum albidum	Peck		
Hydnum repandum	L.: Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum repandum	2554716	species	Hydnum repandum	L.		
Hydnum rufescens	Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum rufescens	2544165	species	Hydnum rufescens	Pers.		
Hydropus atramentosus	(Kalchbr.) Kotl. et Pouzar	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hydropus	Hydropus atramentosus	5449113	species	Hydropus atramentosus	(Kalchbr.) Kotl. & Pouzar		
Hydropus floccipes	(Fr.) Singer	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Pseudohydropus	Pseudohydropus floccipes	12179616	species	Pseudohydropus floccipes	(Fr.) Vizzini & Consiglio		
Hydropus marginellus	(Pers.:Fr.) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hydropus	Hydropus marginellus	9171173	species	Hydropus marginellus	(Pers.) Singer		
Hydropus paradoxus	M.M. Moser	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hydropus	Hydropus paradoxus	7243892	species	Hydropus paradoxus	M.M.Moser		
Hydropus subalpinus	(Hoehn.) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Hydropodia	Hydropodia subalpina	12213418	species	Hydropodia subalpina	(Höhn.) Vizzini, Consiglio & M.Marchetti		
Hydropus trichoderma	(Joss.) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hydropus	Hydropus trichoderma	5243878	species	Hydropus trichoderma	(Joss.) Singer		
Hygroaster asterosporus	(J.E. Lange) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Omphaliaster	Omphaliaster asterosporus	2531766	species	Omphaliaster asterosporus	(J.E.Lange) Lamoure		
Hygrocybe calciphila	Arnolds	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe calciphila	2538703	species	Hygrocybe calciphila	Arnolds		
Hygrocybe ceracea	(Wulfen: Fr.) P. Kumm.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe ceracea	2538644	species	Hygrocybe ceracea	(Sowerby) P.Kumm.		
Hygrocybe chlorophana	(Fr.: Fr.) Wuensche	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe chlorophana	2538630	species	Hygrocybe chlorophana	(Fr.) Wünsche		
Hygrocybe citrinofusca	(J. Favre) Bon	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus citrinofuscus	3344933	species	Hygrophorus citrinofuscus	J.Favre		
Hygrocybe citrinovirens	(J.E. Lange) Jul. Schaeff.	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe citrinovirens	2538477	species	Hygrocybe citrinovirens	(J.E.Lange) Jul.Schäff.		
Hygrocybe coccinea	(Schaeff.: Fr.) P. Kumm.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe coccinea	2538445	species	Hygrocybe coccinea	(Schaeff.) P.Kumm.		
Hygrocybe coccineocrenata	(P.D. Orton) M.M. Moser	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe coccineocrenata	2538605	species	Hygrocybe coccineocrenata	(P.D.Orton) M.M.Moser		
Hygrocybe conica	(Scop.: Fr.) P. Kumm.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe conica	2538524	species	Hygrocybe conica	(Schaeff.) P.Kumm.		
Hygrocybe conicoides	(P.D. Orton) P.D. Orton et Watling	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe conicoides	2538618	species	Hygrocybe conicoides	(P.D.Orton) P.D.Orton & Watling		
Hygrocybe conicopalustris	R. Haller	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe conicopalustris	3345087	species	Hygrocybe conicopalustris	R.Haller Aar.		
Hygrocybe fornicata	(Fr.) Singer	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Cuphophyllus	Cuphophyllus fornicatus	7387045	species	Cuphophyllus fornicatus	(Fr.) Lodge, Padamsee & Vizzini		
Hygrocybe glacialis	Borgen et Senn-Irlet	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe glacialis	3345208	species	Hygrocybe glacialis	T.Borgen & Senn-Irlet		
Hygrocybe glutinipes	(J.E. Lange) R. Haller	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe glutinipes	3345140	species	Hygrocybe glutinipes	(J.E.Lange) R.Haller Aar.		
Hygrocybe helobia	(Arnolds) Bon	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe helobia	2538664	species	Hygrocybe helobia	(Arnolds) Bon		
Hygrocybe insipida	(J.E. Lange ex S. Lundell) M.M. Moser	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe insipida	2538655	species	Hygrocybe insipida	(J.E.Lange) M.M.Moser		
Hygrocybe intermedia	(Pass.) Fayod	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe intermedia	2538468	species	Hygrocybe intermedia	(Pass.) Fayod		
Hygrocybe konradii	R. Haller	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe acutoconica	3345237	species	Hygrocybe acutoconica	(Clem.) Singer		
Hygrocybe lepida	Arnolds	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe lepida	2538599	species	Hygrocybe lepida	Arnolds		
Hygrocybe lilacina	(Laest.) M.M. Moser	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Chromosera	Chromosera lilacina	7834096	species	Chromosera lilacina	(P.Karst.) Vizzini & Ercole		
Hygrocybe miniata	(Fr.) P. Kumm.	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe miniata	2538580	species	Hygrocybe miniata	(Fr.) P.Kumm.		
Hygrocybe mucronella	(Fr.) P. Karst.	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe mucronella	2538588	species	Hygrocybe mucronella	(Fr.) P.Karst.		
Hygrocybe nigrescens	(Quel.) Kuehner	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe nigrescens	7672956	species	Hygrocybe nigrescens	(Quél.) Kühner		
Hygrocybe obrussea	(Fr.: Fr.) Wuensche	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe obrussea	3345253	species	Hygrocybe obrussea	(Fr.) Wünsche		
Hygrocybe ortoniana	Bon	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe ortoniana	3345389	species	Hygrocybe ortoniana	Bon		
Hygrocybe parvula	(Peck) Murrill	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe parvula	7574021	species	Hygrocybe parvula	(Peck) Murrill		
Hygrocybe persistens	(Britzelm.) Singer	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe acutoconica	3345237	species	Hygrocybe acutoconica	(Clem.) Singer		
Hygrocybe punicea	(Fr.) P. Kumm.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe punicea	2538552	species	Hygrocybe punicea	(Fr.) P.Kumm.		
Hygrocybe reidii	Kuehner	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe reidii	8369786	species	Hygrocybe reidii	Kühner		
Hygrocybe riparia	Kreisel	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe riparia	7244139	species	Hygrocybe riparia	Kreisel		
Hygrocybe spadicea	(Scop.: Fr.) P. Karst.	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe spadicea	2538564	species	Hygrocybe spadicea	(Scop.) P.Karst.		
Hygrocybe strangulata	P.D. Orton	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe miniata	2538580	species	Hygrocybe miniata	(Fr.) P.Kumm.		
Hygrocybe subglobispora	(P.D. Orton) M.M. Moser	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe acutoconica	3345237	species	Hygrocybe acutoconica	(Clem.) Singer		
Hygrocybe subpapillata	Kuehner	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe subpapillata	7968514	species	Hygrocybe subpapillata	Kühner		
Hygrocybe substrangulata	(P.D. Orton) M.M. Moser	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe substrangulata	2538546	species	Hygrocybe substrangulata	(P.D.Orton) P.D.Orton & Watling		
Hygrocybe turunda	(Fr.: Fr.) P. Karst.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe turunda	2538454	species	Hygrocybe turunda	(Fr.) P.Karst.		
Hygrocybe vitellina	(Fr.) P. Karst.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Gloioxanthomyces	Gloioxanthomyces vitellinus	8390574	species	Gloioxanthomyces vitellinus	(Fr.) Lodge, Vizzini, Ercole & Boertm.		
Hygronarius renidens	(Fr.) Niskanen & Liimat.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Hygronarius	Hygronarius renidens	12157541	species	Hygronarius renidens	(Fr.) Niskanen & Liimat.		
Hygrophoropsis aurantiaca	(Wulfen: Fr.) Maire	LC	Fungi	Basidiomycota	Agaricomycetes	Boletales	Hygrophoropsidaceae	Hygrophoropsis	Hygrophoropsis aurantiaca	2525710	species	Hygrophoropsis aurantiaca	(Wulfen) Maire		
Hygrophoropsis morganii	(Peck) Bigelow	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Aphroditeola	Aphroditeola olida	7442261	species	Aphroditeola olida	(Quél.) Redhead & Manfr.Binder		
Hygrophoropsis pallida	(Peck) Kreisel	DD	Fungi	Basidiomycota	Agaricomycetes	Boletales	Hygrophoropsidaceae	Hygrophoropsis	Hygrophoropsis pallida	2525707	species	Hygrophoropsis pallida	(Cooke) Kreisel		
Hygrophorus agathosmus	(Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus agathosmus	2538727	species	Hygrophorus agathosmus	(Fr.) Fr.		
Hygrophorus arbustivus	(Fr.) Fr.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus arbustivus	2538716	species	Hygrophorus arbustivus	Fr.		
Hygrophorus atramentosus	(Secr.) Haas et R. Haller	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus atramentosus	7747227	species	Hygrophorus atramentosus	(Alb. & Schwein.) H.Haas & R.Haller Aar. ex Bon		
Hygrophorus calophyllus	P. Karst.	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus camarophyllus	2538720	species	Hygrophorus camarophyllus	(Alb. & Schwein.) Dumée, Grandjean & Maire		
Hygrophorus camarophyllus	(Alb. et Schwein.: Fr.) Dumee, Grandjean et Maire	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus camarophyllus	2538720	species	Hygrophorus camarophyllus	(Alb. & Schwein.) Dumée, Grandjean & Maire		
Hygrophorus capreolarius	Kalchbr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus capreolarius	3344917	species	Hygrophorus capreolarius	Kalchbr.		
Hygrophorus chrysodon	(Batsch: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus chrysodon	2538788	species	Hygrophorus chrysodon	(Batsch) Fr.		
Hygrophorus discoideus	(Pers.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus discoideus	2538820	species	Hygrophorus discoideus	(Pers.) Fr.		
Hygrophorus discoxanthus	(Fr.) Rea	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus discoxanthus	2538815	species	Hygrophorus discoxanthus	(Fr.) Rea		
Hygrophorus eburneus	(Bull.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus eburneus	9053531	species	Hygrophorus eburneus	(Bull.) Fr.		
Hygrophorus erubescens	(Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus erubescens	2538799	species	Hygrophorus erubescens	(Fr.) Fr.		
Hygrophorus fagi	Bon et Becker	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus fagi	3344703	species	Hygrophorus fagi	G.Becker & Bon		author_mismatch
Hygrophorus hedrychii	Val.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus hedrychii	2538776	species	Hygrophorus hedrychii	(Velen.) K.Kult		author_mismatch
Hygrophorus hyacinthinus	Quel.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus hyacinthinus	3345035	species	Hygrophorus hyacinthinus	Quél.		
Hygrophorus hypothejus	(Fr.:Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus hypothejus	2538748	species	Hygrophorus hypothejus	(Fr.) Fr.		
Hygrophorus latitabundus	Britzelm.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus latitabundus	2538733	species	Hygrophorus latitabundus	Britzelm.		
Hygrophorus leporinus	Fr.	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe leporina	3345520	species	Hygrocybe leporina	(Fr.) P.D.Orton & Watling		
Hygrophorus leucophaeus	(Scop.:Fr.) Fr.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus leucophaeus	2538796	species	Hygrophorus leucophaeus	(Scop.) Fr., 1838		
Hygrophorus ligatus	Fr.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus ligatus	3344548	species	Hygrophorus ligatus	Fr.		
Hygrophorus lindtneri	M.M. Moser	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus lindtneri	2538812	species	Hygrophorus lindtneri	M.M.Moser		
Hygrophorus lucorum	Kalchbr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus lucorum	2538774	species	Hygrophorus lucorum	Kalchbr.		
Hygrophorus marzuolus	(Fr.) Bres.	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus marzuolus	7244099	species	Hygrophorus marzuolus	(Fr.) Bres.		
Hygrophorus melizeus	(Fr.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus hedrychii	2538776	species	Hygrophorus hedrychii	(Velen.) K.Kult		
Hygrophorus mesotephrus	Berk. et Broome	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus mesotephrus	2538797	species	Hygrophorus mesotephrus	Berk. & Broome		
Hygrophorus nemoreus	(Pers.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus nemoreus	2538708	species	Hygrophorus nemoreus	(Pers.) Fr.		
Hygrophorus olivaceoalbus	(Fr.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus olivaceoalbus	2538784	species	Hygrophorus olivaceoalbus	(Fr.) Fr.		
Hygrophorus penarius	Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus penarius	2538718	species	Hygrophorus penarius	Fr.		
Hygrophorus persicolor	Ricek	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus persicolor	3344860	species	Hygrophorus persicolor	Ricek		
Hygrophorus persoonii	Arnolds	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus persoonii	2538803	species	Hygrophorus persoonii	Arnolds		
Hygrophorus piceae	Kuehner	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus piceae	8135649	species	Hygrophorus piceae	Kühner		
Hygrophorus pleurotoides	J. Favre	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus pleurotoides	3344652	species	Hygrophorus pleurotoides	J.Favre		
Hygrophorus poetarum	Heim	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus poetarum	2538746	species	Hygrophorus poetarum	R.Heim		
Hygrophorus ponderatus	Britzelm.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus ponderatus	3344945	species	Hygrophorus ponderatus	Britzelm.		
Hygrophorus pudorinus	(Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus pudorinus	2538714	species	Hygrophorus pudorinus	(Fr.) Fr.		
Hygrophorus purpurascens	(Alb. et Schwein.: Fr.) Fr.	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus purpurascens	3344741	species	Hygrophorus purpurascens	(Alb. & Schwein.) Fr.		
Hygrophorus pustulatus	(Pers.:Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus pustulatus	9210249	species	Hygrophorus pustulatus	(Pers.) Fr.		
Hygrophorus queletii	Bres.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus queletii	3344939	species	Hygrophorus queletii	Bres.		
Hygrophorus russula	(Schaeff.: Fr.) Quel.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus russula	7747956	species	Hygrophorus russula	(Schaeff.) Quél.		
Hygrophorus speciosus	Peck	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus speciosus	7244108	species	Hygrophorus speciosus	Peck		
Hygrophorus subviscifer	(P. Karst.) Harmaja	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus subviscifer	3344749	species	Hygrophorus subviscifer	(P.Karst.) Harmaja		
Hymenochaete carpatica	Pilat	LC	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaete	Hymenochaete carpatica	2519743	species	Hymenochaete carpatica	Pilát		
Hymenochaete cinnamomea	(Pers.: Fr.) Bres.	LC	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaete	Hymenochaete cinnamomea	8787203	species	Hymenochaete cinnamomea	(Pers.) Bres.		
Hymenochaete cruenta	(Pers.: Fr.) Donk	VU	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaete	Hymenochaete cruenta	8873774	species	Hymenochaete cruenta	(Pers.) Donk		
Hymenochaete fuliginosa	(Pers.: Fr.) Bres.	LC	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaete	Hymenochaete fuliginosa	2519806	species	Hymenochaete fuliginosa	(Fr.) Lév.		author_mismatch
Hymenochaete rubiginosa	(Dicks.: Fr.) Lev.	LC	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaete	Hymenochaete rubiginosa	2519770	species	Hymenochaete rubiginosa	(Dicks.) Lév.		
Hymenochaete subfuliginosa	Bourdot et Galzin	DD	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaete	Hymenochaete fuliginosa	2519806	species	Hymenochaete fuliginosa	(Fr.) Lév.		
Hymenogaster arenarius	Tul.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster arenarius	5242420	species	Hymenogaster arenarius	Tul. & C.Tul.		
Hymenogaster aromaticus	Velen.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius olens	9765543	species	Cortinarius olens	Gasparini		
Hymenogaster asterigmatus	Soehner	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster asterigmatus	5459782	species	Hymenogaster asterigmatus	Soehner		
Hymenogaster calosporus	Tul.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster calosporus	7733927	species	Hymenogaster calosporus	Tul. & C.Tul.		
Hymenogaster cinereus	Hesse	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster cinereus	5459751	species	Hymenogaster cinereus	R.Hesse		
Hymenogaster citrinus	Vittad.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster citrinus	5242418	species	Hymenogaster citrinus	Vittad.		
Hymenogaster griseus	Vittad.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster griseus	5242410	species	Hymenogaster griseus	Vittad.		
Hymenogaster hessei	Soehner	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster hessei	5242408	species	Hymenogaster hessei	Soehner		
Hymenogaster lilacinus	Tul.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster lilacinus	5242425	species	Hymenogaster lilacinus	Tul.		
Hymenogaster luteus	Vittad.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster luteus	5241035	species	Hymenogaster luteus	Vittad.		
