seq	kingdom	phylum	class	order	family	genus	species
seq_0658	Animalia	NA	NA	NA	NA	NA	NA
seq_0660	NA	NA	NA	NA	NA	NA	NA
seq_0664	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0665	NA	NA	NA	NA	NA	NA	NA
seq_0666	NA	NA	NA	NA	NA	NA	NA
seq_0669	NA	NA	NA	NA	NA	NA	NA
seq_0670	NA	NA	NA	NA	NA	NA	NA
seq_0671	NA	NA	NA	NA	NA	NA	NA
seq_0676	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0677	NA	NA	NA	NA	NA	NA	NA
seq_0678	Animalia	NA	NA	NA	NA	NA	NA
seq_0679	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_0683	NA	NA	NA	NA	NA	NA	NA
seq_0684	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_0688	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	NA	NA
seq_0693	NA	NA	NA	NA	NA	NA	NA
seq_0695	NA	NA	NA	NA	NA	NA	NA
seq_0696	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA
seq_0697	Chromista	Oomycota	Peronosporea	NA	NA	NA	NA
seq_0698	NA	NA	NA	NA	NA	NA	NA
seq_0701	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
seq_0702	NA	NA	NA	NA	NA	NA	NA
seq_0703	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_0704	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
seq_0707	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	NA	NA
seq_0713	NA	NA	NA	NA	NA	NA	NA
seq_0715	NA	NA	NA	NA	NA	NA	NA
seq_0716	NA	NA	NA	NA	NA	NA	NA
seq_0717	NA	NA	NA	NA	NA	NA	NA
seq_0718	Animalia	NA	NA	NA	NA	NA	NA
seq_0719	NA	NA	NA	NA	NA	NA	NA
seq_0725	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	NA
seq_0728	NA	NA	NA	NA	NA	NA	NA
seq_0729	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	NA	NA
seq_0730	NA	NA	NA	NA	NA	NA	NA
seq_0731	NA	NA	NA	NA	NA	NA	NA
seq_0732	NA	NA	NA	NA	NA	NA	NA
seq_0734	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0737	NA	NA	NA	NA	NA	NA	NA
seq_0738	NA	NA	NA	NA	NA	NA	NA
seq_0741	NA	NA	NA	NA	NA	NA	NA
seq_0742	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0743	NA	NA	NA	NA	NA	NA	NA
seq_0744	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	Didymium_nigripes
seq_0749	NA	NA	NA	NA	NA	NA	NA
seq_0754	NA	NA	NA	NA	NA	NA	NA
seq_0760	NA	NA	NA	NA	NA	NA	NA
seq_0763	NA	NA	NA	NA	NA	NA	NA
seq_0764	Animalia	Arthropoda	Collembola	Entomobryomorpha	Tomoceridae	Pogonognathellus	Pogonognathellus_flavescens
seq_0765	NA	NA	NA	NA	NA	NA	NA
seq_0766	NA	NA	NA	NA	NA	NA	NA
seq_0769	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	NA	NA
seq_0771	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0773	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Navicula_veneta
seq_0775	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Pneumia	Pneumia_trivialis
seq_0776	NA	NA	NA	NA	NA	NA	NA
seq_0777	NA	NA	NA	NA	NA	NA	NA
seq_0779	Animalia	NA	NA	NA	NA	NA	NA
seq_0780	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_0783	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_0787	NA	NA	NA	NA	NA	NA	NA
seq_0793	NA	NA	NA	NA	NA	NA	NA
seq_0794	NA	NA	NA	NA	NA	NA	NA
seq_0795	NA	NA	NA	NA	NA	NA	NA
seq_0796	NA	NA	NA	NA	NA	NA	NA
seq_0804	NA	NA	NA	NA	NA	NA	NA
seq_0806	Animalia	Arthropoda	Collembola	Entomobryomorpha	Isotomidae	Isotomurus	Isotomurus_graminis
seq_0807	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
seq_0809	NA	NA	NA	NA	NA	NA	NA
seq_0810	NA	NA	NA	NA	NA	NA	NA
seq_0812	Animalia	Arthropoda	Arachnida	Sarcoptiformes	Oribatulidae	Phauloppia	Phauloppia_lucorum
seq_0814	NA	NA	NA	NA	NA	NA	NA
seq_0816	NA	NA	NA	NA	NA	NA	NA
seq_0818	NA	NA	NA	NA	NA	NA	NA
seq_0819	NA	NA	NA	NA	NA	NA	NA
seq_0821	NA	NA	NA	NA	NA	NA	NA
seq_0825	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_0828	NA	NA	NA	NA	NA	NA	NA
seq_0829	NA	NA	NA	NA	NA	NA	NA
seq_0832	NA	NA	NA	NA	NA	NA	NA
seq_0833	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0834	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_0835	NA	NA	NA	NA	NA	NA	NA
seq_0836	NA	NA	NA	NA	NA	NA	NA
seq_0839	NA	NA	NA	NA	NA	NA	NA
seq_0840	NA	NA	NA	NA	NA	NA	NA
seq_0844	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_0845	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	NA	NA
seq_0846	Chromista	Oomycota	Peronosporea	Albuginales	Albuginaceae	Pustula	Pustula_spinulosa
seq_0848	NA	NA	NA	NA	NA	NA	NA
seq_0854	Plantae	NA	NA	NA	NA	NA	NA
seq_0856	Animalia	Arthropoda	Arachnida	Trombidiformes	Trombidiidae	Trombidium	Trombidium_holosericeum
seq_0858	Animalia	Arthropoda	Insecta	Psocodea	Caeciliusidae	Valenzuela	Valenzuela_flavidus
seq_0859	NA	NA	NA	NA	NA	NA	NA
seq_0862	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
seq_0866	NA	NA	NA	NA	NA	NA	NA
seq_0869	NA	NA	NA	NA	NA	NA	NA
seq_0872	NA	NA	NA	NA	NA	NA	NA
seq_0876	NA	NA	NA	NA	NA	NA	NA
seq_0879	NA	NA	NA	NA	NA	NA	NA
seq_0880	NA	NA	NA	NA	NA	NA	NA
seq_0883	Animalia	NA	NA	NA	NA	NA	NA
seq_0884	Chromista	Oomycota	Peronosporea	Albuginales	Albuginaceae	Pustula	Pustula_tragopogonis
seq_0886	NA	NA	NA	NA	NA	NA	NA
seq_0893	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Laodelphax	Laodelphax_striatellus
seq_0894	Animalia	NA	NA	NA	NA	NA	NA
seq_0895	Animalia	NA	NA	NA	NA	NA	NA
seq_0897	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Strophosoma	Strophosoma_faber
seq_0898	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Pseudochorthippus	Pseudochorthippus_parallelus
seq_0903	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_phaseolorum
seq_0905	NA	NA	NA	NA	NA	NA	NA
seq_0906	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_0908	Animalia	NA	NA	NA	NA	NA	NA
seq_0909	NA	NA	NA	NA	NA	NA	NA
seq_0912	NA	NA	NA	NA	NA	NA	NA
seq_0914	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_0915	NA	NA	NA	NA	NA	NA	NA
seq_0917	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_0919	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_0920	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
seq_0921	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Poa	Poa_annua
seq_0922	Animalia	NA	NA	NA	NA	NA	NA
seq_0924	Plantae	Chlorophyta	Trebouxiophyceae	Prasiolales	NA	Elliptochloris	Elliptochloris_subsphaerica
seq_0926	NA	NA	NA	NA	NA	NA	NA
seq_0927	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella_fuciformis
seq_0931	NA	NA	NA	NA	NA	NA	NA
seq_0932	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_0934	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Delia	Delia_florilega
seq_0937	NA	NA	NA	NA	NA	NA	NA
seq_0938	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	NA	NA
seq_0939	NA	NA	NA	NA	NA	NA	NA
seq_0942	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Platystethus	Platystethus_nitens
seq_0948	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_0953	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_0954	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
seq_0956	NA	NA	NA	NA	NA	NA	NA
seq_0961	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_0963	NA	NA	NA	NA	NA	NA	NA
seq_0964	NA	NA	NA	NA	NA	NA	NA
seq_0966	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
seq_0967	Animalia	NA	NA	NA	NA	NA	NA
seq_0971	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_0972	NA	NA	NA	NA	NA	NA	NA
seq_0976	NA	NA	NA	NA	NA	NA	NA
seq_0978	Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Brassicogethes	Brassicogethes_aeneus
seq_0982	NA	NA	NA	NA	NA	NA	NA
seq_0984	NA	NA	NA	NA	NA	NA	NA
seq_0985	NA	NA	NA	NA	NA	NA	NA
seq_0987	NA	NA	NA	NA	NA	NA	NA
seq_0989	NA	NA	NA	NA	NA	NA	NA
seq_0992	NA	NA	NA	NA	NA	NA	NA
seq_0998	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	NA
seq_1001	NA	NA	NA	NA	NA	NA	NA
seq_1002	NA	NA	NA	NA	NA	NA	NA
seq_1008	Animalia	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctra	Leuctra_albida
seq_1012	NA	NA	NA	NA	NA	NA	NA
seq_1015	NA	NA	NA	NA	NA	NA	NA
seq_1017	NA	NA	NA	NA	NA	NA	NA
seq_1018	Plantae	Chlorophyta	Chlorophyceae	Volvocales	NA	NA	NA
seq_1019	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Aceria	Aceria_tosichella
seq_1020	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_allicinum
seq_1024	NA	NA	NA	NA	NA	NA	NA
seq_1027	NA	NA	NA	NA	NA	NA	NA
seq_1036	NA	NA	NA	NA	NA	NA	NA
seq_1040	NA	NA	NA	NA	NA	NA	NA
seq_1042	NA	NA	NA	NA	NA	NA	NA
seq_1043	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_1046	NA	NA	NA	NA	NA	NA	NA
seq_1048	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1051	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1053	NA	NA	NA	NA	NA	NA	NA
seq_1054	NA	NA	NA	NA	NA	NA	NA
seq_1055	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_1062	NA	NA	NA	NA	NA	NA	NA
seq_1064	Animalia	NA	NA	NA	NA	NA	NA
seq_1072	NA	NA	NA	NA	NA	NA	NA
seq_1073	NA	NA	NA	NA	NA	NA	NA
seq_1076	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1077	Animalia	NA	NA	NA	NA	NA	NA
seq_1080	NA	NA	NA	NA	NA	NA	NA
seq_1084	NA	NA	NA	NA	NA	NA	NA
seq_1086	NA	NA	NA	NA	NA	NA	NA
seq_1087	NA	NA	NA	NA	NA	NA	NA
seq_1088	NA	NA	NA	NA	NA	NA	NA
seq_1090	NA	NA	NA	NA	NA	NA	NA
seq_1091	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	NA	NA
seq_1101	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1104	NA	NA	NA	NA	NA	NA	NA
seq_1105	NA	NA	NA	NA	NA	NA	NA
seq_1108	NA	NA	NA	NA	NA	NA	NA
seq_1110	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_1114	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_1115	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1122	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_1126	NA	NA	NA	NA	NA	NA	NA
seq_1127	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	NA
seq_1135	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	NA
seq_1137	NA	NA	NA	NA	NA	NA	NA
seq_1139	NA	NA	NA	NA	NA	NA	NA
seq_1142	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
seq_1144	NA	NA	NA	NA	NA	NA	NA
seq_1145	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	NA	NA	NA
seq_1146	NA	NA	NA	NA	NA	NA	NA
seq_1148	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_1150	NA	NA	NA	NA	NA	NA	NA
seq_1154	NA	NA	NA	NA	NA	NA	NA
seq_1155	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_1157	NA	NA	NA	NA	NA	NA	NA
seq_1163	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Peromyia	Peromyia_angulosa
seq_1168	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Eupteryx	Eupteryx_calcarata
seq_1169	NA	NA	NA	NA	NA	NA	NA
seq_1170	NA	NA	NA	NA	NA	NA	NA
seq_1171	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_1178	NA	NA	NA	NA	NA	NA	NA
seq_1181	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
seq_1183	Animalia	NA	NA	NA	NA	NA	NA
seq_1185	NA	NA	NA	NA	NA	NA	NA
seq_1191	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1197	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_1198	NA	NA	NA	NA	NA	NA	NA
seq_1205	NA	NA	NA	NA	NA	NA	NA
seq_1206	NA	NA	NA	NA	NA	NA	NA
seq_1207	NA	NA	NA	NA	NA	NA	NA
seq_1208	NA	NA	NA	NA	NA	NA	NA
seq_1215	Animalia	Arthropoda	Arachnida	Sarcoptiformes	NA	NA	NA
seq_1216	NA	NA	NA	NA	NA	NA	NA
seq_1219	NA	NA	NA	NA	NA	NA	NA
seq_1220	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1224	NA	NA	NA	NA	NA	NA	NA
seq_1227	Animalia	Arthropoda	Arachnida	Araneae	Anyphaenidae	Anyphaena	Anyphaena_accentuata
seq_1237	NA	NA	NA	NA	NA	NA	NA
seq_1244	NA	NA	NA	NA	NA	NA	NA
seq_1246	Animalia	NA	NA	NA	NA	NA	NA
seq_1247	NA	NA	NA	NA	NA	NA	NA
seq_1248	Plantae	Tracheophyta	Magnoliopsida	NA	NA	NA	NA
seq_1255	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1258	NA	NA	NA	NA	NA	NA	NA
seq_1259	NA	NA	NA	NA	NA	NA	NA
seq_1260	NA	NA	NA	NA	NA	NA	NA
seq_1266	NA	NA	NA	NA	NA	NA	NA
seq_1269	Plantae	Chlorophyta	NA	NA	NA	NA	NA
seq_1270	NA	NA	NA	NA	NA	NA	NA
seq_1274	NA	NA	NA	NA	NA	NA	NA
seq_1275	NA	NA	NA	NA	NA	NA	NA
seq_1282	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1285	NA	NA	NA	NA	NA	NA	NA
seq_1287	NA	NA	NA	NA	NA	NA	NA
seq_1289	NA	NA	NA	NA	NA	NA	NA
seq_1293	NA	NA	NA	NA	NA	NA	NA
seq_1296	NA	NA	NA	NA	NA	NA	NA
seq_1297	NA	NA	NA	NA	NA	NA	NA
seq_1299	NA	NA	NA	NA	NA	NA	NA
seq_1300	Animalia	NA	NA	NA	NA	NA	NA
seq_1303	NA	NA	NA	NA	NA	NA	NA
seq_1306	Animalia	Arthropoda	Insecta	Hymenoptera	NA	NA	NA
seq_1309	NA	NA	NA	NA	NA	NA	NA
seq_1311	NA	NA	NA	NA	NA	NA	NA
seq_1314	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1318	NA	NA	NA	NA	NA	NA	NA
seq_1319	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_1327	NA	NA	NA	NA	NA	NA	NA
seq_1331	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1332	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Olea	Olea_europaea
seq_1333	NA	NA	NA	NA	NA	NA	NA
seq_1334	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1337	NA	NA	NA	NA	NA	NA	NA
seq_1338	NA	NA	NA	NA	NA	NA	NA
seq_1339	NA	NA	NA	NA	NA	NA	NA
seq_1340	Animalia	NA	NA	NA	NA	NA	NA
seq_1344	NA	NA	NA	NA	NA	NA	NA
seq_1345	NA	NA	NA	NA	NA	NA	NA
seq_1346	NA	NA	NA	NA	NA	NA	NA
seq_1347	NA	NA	NA	NA	NA	NA	NA
seq_1348	NA	NA	NA	NA	NA	NA	NA
seq_1350	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA
seq_1353	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Atolmis	Atolmis_rubricollis
seq_1356	NA	NA	NA	NA	NA	NA	NA
seq_1360	NA	NA	NA	NA	NA	NA	NA
seq_1361	NA	NA	NA	NA	NA	NA	NA
seq_1366	NA	NA	NA	NA	NA	NA	NA
seq_1370	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Ledomyia	Ledomyia_cardui
seq_1371	NA	NA	NA	NA	NA	NA	NA
seq_1372	NA	NA	NA	NA	NA	NA	NA
seq_1380	NA	NA	NA	NA	NA	NA	NA
seq_1387	NA	NA	NA	NA	NA	NA	NA
seq_1388	NA	NA	NA	NA	NA	NA	NA
seq_1389	NA	NA	NA	NA	NA	NA	NA
seq_1390	NA	NA	NA	NA	NA	NA	NA
seq_1391	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_1393	Animalia	Arthropoda	Insecta	Hymenoptera	Eulophidae	Asecodes	Asecodes_erxias
seq_1394	NA	NA	NA	NA	NA	NA	NA
seq_1400	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus_idaeus
seq_1404	Animalia	NA	NA	NA	NA	NA	NA
seq_1407	NA	NA	NA	NA	NA	NA	NA
seq_1413	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer_negundo
seq_1417	NA	NA	NA	NA	NA	NA	NA
seq_1419	NA	NA	NA	NA	NA	NA	NA
seq_1422	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA
seq_1423	NA	NA	NA	NA	NA	NA	NA
seq_1425	NA	NA	NA	NA	NA	NA	NA
seq_1426	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_1429	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1440	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1443	NA	NA	NA	NA	NA	NA	NA
seq_1448	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_1449	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1451	NA	NA	NA	NA	NA	NA	NA
seq_1454	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_1455	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
seq_1458	NA	NA	NA	NA	NA	NA	NA
seq_1460	NA	NA	NA	NA	NA	NA	NA
seq_1465	NA	NA	NA	NA	NA	NA	NA
seq_1468	NA	NA	NA	NA	NA	NA	NA
seq_1470	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1471	NA	NA	NA	NA	NA	NA	NA
seq_1474	NA	NA	NA	NA	NA	NA	NA
seq_1475	NA	NA	NA	NA	NA	NA	NA
seq_1476	NA	NA	NA	NA	NA	NA	NA
seq_1477	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1478	NA	NA	NA	NA	NA	NA	NA
seq_1481	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Otiorhynchus	Otiorhynchus_pseudonothus
seq_1485	NA	NA	NA	NA	NA	NA	NA
seq_1486	Animalia	Arthropoda	Collembola	Entomobryomorpha	Tomoceridae	Tomocerus	Tomocerus_minor
seq_1493	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1496	NA	NA	NA	NA	NA	NA	NA
seq_1497	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_1502	Animalia	Arthropoda	Insecta	Diptera	Empididae	Empis	Empis_aestiva
seq_1505	Animalia	Arthropoda	Collembola	Entomobryomorpha	Tomoceridae	Tomocerus	Tomocerus_vulgaris
seq_1513	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1514	Animalia	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
seq_1525	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_1526	NA	NA	NA	NA	NA	NA	NA
seq_1535	NA	NA	NA	NA	NA	NA	NA
seq_1537	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_1541	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Acolasis	Coenipeta_medina
seq_1543	NA	NA	NA	NA	NA	NA	NA
seq_1548	NA	NA	NA	NA	NA	NA	NA
seq_1553	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1555	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1557	NA	NA	NA	NA	NA	NA	NA
seq_1559	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_1560	NA	NA	NA	NA	NA	NA	NA
seq_1564	NA	NA	NA	NA	NA	NA	NA
seq_1570	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1584	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_1588	NA	NA	NA	NA	NA	NA	NA
seq_1593	NA	NA	NA	NA	NA	NA	NA
seq_1594	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Plasmopara	Plasmopara_pusilla
seq_1595	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1597	NA	NA	NA	NA	NA	NA	NA
seq_1601	Animalia	NA	NA	NA	NA	NA	NA
seq_1603	NA	NA	NA	NA	NA	NA	NA
seq_1605	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1608	NA	NA	NA	NA	NA	NA	NA
seq_1612	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1616	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_1620	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1621	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1626	NA	NA	NA	NA	NA	NA	NA
seq_1628	NA	NA	NA	NA	NA	NA	NA
seq_1636	NA	NA	NA	NA	NA	NA	NA
seq_1638	NA	NA	NA	NA	NA	NA	NA
seq_1649	NA	NA	NA	NA	NA	NA	NA
seq_1651	NA	NA	NA	NA	NA	NA	NA
seq_1656	NA	NA	NA	NA	NA	NA	NA
seq_1668	Animalia	Nematoda	Chromadorea	Rhabditida	Aphelenchoididae	Aphelenchoides	Aphelenchoides_bicaudatus
seq_1670	NA	NA	NA	NA	NA	NA	NA
seq_1673	NA	NA	NA	NA	NA	NA	NA
seq_1676	Animalia	Arthropoda	Arachnida	Sarcoptiformes	Cymbaeremaeidae	Cymbaeremaeus	Cymbaeremaeus_cymba
seq_1677	NA	NA	NA	NA	NA	NA	NA
seq_1679	NA	NA	NA	NA	NA	NA	NA
seq_1681	NA	NA	NA	NA	NA	NA	NA
seq_1684	Animalia	NA	NA	NA	NA	NA	NA
seq_1689	NA	NA	NA	NA	NA	NA	NA
seq_1692	NA	NA	NA	NA	NA	NA	NA
seq_1694	NA	NA	NA	NA	NA	NA	NA
seq_1697	NA	NA	NA	NA	NA	NA	NA
seq_1699	NA	NA	NA	NA	NA	NA	NA
seq_1701	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	NA	NA
seq_1702	NA	NA	NA	NA	NA	NA	NA
seq_1703	NA	NA	NA	NA	NA	NA	NA
seq_1705	NA	NA	NA	NA	NA	NA	NA
seq_1717	NA	NA	NA	NA	NA	NA	NA
seq_1723	NA	NA	NA	NA	NA	NA	NA
seq_1732	NA	NA	NA	NA	NA	NA	NA
seq_1737	Animalia	NA	NA	NA	NA	NA	NA
seq_1741	NA	NA	NA	NA	NA	NA	NA
seq_1744	Protozoa	Mycetozoa	Myxomycetes	Physarales	Didymiaceae	Didymium	NA
seq_1746	NA	NA	NA	NA	NA	NA	NA
seq_1748	NA	NA	NA	NA	NA	NA	NA
seq_1750	NA	NA	NA	NA	NA	NA	NA
seq_1752	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1760	Animalia	Rotifera	Eurotatoria	Bdelloidea	NA	NA	NA
seq_1762	NA	NA	NA	NA	NA	NA	NA
seq_1765	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1768	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_1771	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	NA
seq_1775	NA	NA	NA	NA	NA	NA	NA
seq_1777	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	NA
seq_1781	NA	NA	NA	NA	NA	NA	NA
seq_1782	Animalia	Arthropoda	Insecta	Hemiptera	Aphididae	Sitobion	Sitobion_avenae
seq_1784	Animalia	Arthropoda	Arachnida	Mesostigmata	Phytoseiidae	Euseius	Euseius_amissibilis
seq_1785	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cydia	Cydia_nigricana
seq_1791	NA	NA	NA	NA	NA	NA	NA
seq_1796	NA	NA	NA	NA	NA	NA	NA
seq_1802	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1804	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
seq_1805	NA	NA	NA	NA	NA	NA	NA
seq_1806	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_1808	NA	NA	NA	NA	NA	NA	NA
seq_1809	NA	NA	NA	NA	NA	NA	NA
seq_1812	NA	NA	NA	NA	NA	NA	NA
